number	string	string	string	number	number	number	number	number	number	number	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2
1166	森林6	resource/scene/bf018/bf018_merge.sce		1005	874	1762	83	1165	0	0	"[[11093,5000,3],[11095,5000,3],[11096,5000,3]]"	[]	0	83	"[4030,4031]"	0	"[[4031,-100,2]]"	[]	"[[4030,6,1],[4030,6.1,2],[4030,6.2,3],[4030,7,1],[4030,7.1,2],[4030,7.2,3],[4030,8,1],[4030,8.1,2],[4030,8.2,3],[4030,9,1],[4030,9.1,2],[4030,9.2,3],[4030,10,1],[4030,10.1,2],[4030,10.2,3]]"	[]	32503	阿尔戈号	"[496,135]"	"[[540,236],[560,269]]"
1167	森林7	resource/scene/bf018/bf018_merge.sce		1005	883	1779	84	1166	0	0	"[[11092,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	84	"[4030,4031]"	0	"[[4030,50,2],[4030,80,1],[4030,90,3],[4030,150,1],[4030,155,2],[4030,160,3],[4031,255,2]]"	[]	"[[4031,14,3],[4031,14,2],[4031,14,1],[4031,16,3],[4031,16,2],[4031,16,1],[4031,18,3],[4031,18,2],[4031,18,1]]"	[]	33005	阿尔戈号	"[560,228]"	"[[598,332],[621,359]]"
1168	森林8	resource/scene/bf018/bf018_merge.sce		1005	892	1796	84	1167	0	0	"[[11092,5000,3],[11095,5000,3],[11096,5000,3]]"	[]	0	84	"[4030,4031]"	0	"[[4031,-100,1],[4031,-95,2],[4031,-90,3],[4030,-10,1],[4030,-5,2],[4030,0,3],[4030,80,1],[4030,85,2],[4030,90,3],[4030,170,1],[4030,175,2],[4030,180,3]]"	[]	[]	[]	33005	阿尔戈号	"[633,304]"	"[[692,383],[733,381]]"
1169	森林9	resource/scene/bf018/bf018_merge.sce		1005	901	1813	85	1168	0	0	"[[11092,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	85	"[4030,4031]"	0	[]	[]	"[[4030,1,1],[4030,1.7,1],[4031,2.4,1],[4030,3,3],[4030,3.7,3],[4031,4.4,3],[4030,5,2],[4030,5.7,2],[4031,6.4,2],[4030,7,1],[4030,7.7,1],[4031,8.4,1]]"	[]	34123	阿尔戈号	"[752,303]"	"[[809,370],[844,364]]"
1170	森林10	resource/scene/bf018/bf018_merge.sce		1005	910	1830	85	1169	0	1	"[[11091,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	85	"[4030,4031]"	4058	"[[4030,-100,1],[4030,-90,3],[4030,-10,1],[4030,0,3],[4030,80,1],[4030,90,3],[4031,80,1],[4031,90,3]]"	"[4058,200,2]"	[]	[]	34123	阿尔戈号	"[862,282]"	[]
1171	森林11	resource/scene/bf018/bf018_merge.sce		1005	919	1848	86	1170	0	0	"[[11093,5000,3],[11095,5000,3],[11096,5000,3]]"	[]	0	86	"[4057,4060,4063]"	0	"[[4060,-70,2],[4060,0,1],[4060,80,3],[4063,190,1],[4063,220,3],[4063,240,2]]"	[]	"[[4060,5,2],[4060,5.7,3],[4060,6.4,1],[4060,7.1,3],[4060,7.8,2],[4060,8.5,1],[4060,9.2,3],[4057,16.3,3],[4057,16.3,2],[4057,16.3,1]]"	[]	34622	阿尔戈号	"[40,327]"	"[[87,419],[117,437]]"
1172	森林12	resource/scene/bf018/bf018_merge.sce		1005	928	1866	86	1171	0	0	"[[11092,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	86	"[4057,4060,4063]"	0	"[[4060,0,2],[4060,50,3],[4060,50,1],[4063,100,2],[4057,150,3],[4057,150,1],[4057,200,2]]"	[]	"[[4060,5,2],[4060,5.3,3],[4060,7.3,1],[4063,14,2],[4063,14.3,3],[4063,14.3,1]]"	[]	34622	阿尔戈号	"[133,383]"	"[[186,472],[221,485]]"
1173	森林13	resource/scene/bf018/bf018_merge.sce		1005	937	1884	87	1172	0	0	"[[11092,5000,3],[11095,5000,3],[11096,5000,3]]"	[]	0	87	"[4060,4063]"	0	"[[4060,0,3],[4060,0,1],[4060,50,3],[4060,50,1],[4063,100,2],[4060,150,3],[4060,150,1],[4060,200,3],[4060,200,1]]"	[]	"[[4060,10.7,1],[4060,11.4,3],[4063,12,3],[4063,12,2],[4063,12,1]]"	[]	35154	阿尔戈号	"[244,416]"	"[[300,476],[320,448]]"
1174	森林14	resource/scene/bf018/bf018_merge.sce		1005	946	1902	87	1173	0	0	"[[11092,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	87	"[4057,4060,4063]"	0	"[[4060,-100,2],[4057,-50,3],[4057,-50,1],[4063,0,2],[4060,70,2],[4057,120,3],[4057,120,1],[4063,170,2]]"	[]	"[[4060,13.7,2],[4060,14,3],[4060,14,1],[4057,15,3],[4057,15,1],[4063,15.7,2],[4063,16,3],[4063,16,1]]"	[]	35154	阿尔戈号	"[317,344]"	"[[345,380],[359,343]]"
1175	森林15	resource/scene/bf018/bf018_merge.sce		1005	955	1920	88	1174	0	1	"[[11091,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	88	"[4057,4060,4063]"	4064	[]	[]	"[[4060,1,2],[4060,1.3,3],[4060,1.3,1],[4057,1.8,2],[4057,2.1,3],[4057,2.1,1],[4063,3,2],[4063,3.3,3],[4063,3.3,1],[4060,16,3],[4060,16,1]]"	"[4064,16]"	35532	阿尔戈号	"[354,233]"	"[[390,276],[419,252]]"
1176	森林16	resource/scene/bf018/bf018_merge.sce		1005	964	1938	88	1175	0	0	"[[11093,5000,3],[11095,5000,3],[11096,5000,3]]"	[]	0	88	"[4067,4068]"	0	"[[4067,-100,2],[4067,-50,1],[4067,-60,3],[4067,150,1],[4067,160,3]]"	[]	"[[4068,5,2],[4068,6,1],[4068,6.2,3],[4068,9,1],[4068,9.1,2],[4068,9.2,3],[4067,13,1],[4067,13.1,2],[4067,13.2,3]]"	[]	35532	阿尔戈号	"[441,180]"	"[[494,265],[529,281]]"
1177	森林17	resource/scene/bf018/bf018_merge.sce		1005	973	1956	89	1176	0	0	"[[11092,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	89	"[4067,4068]"	0	"[[4068,-100,2],[4068,-50,1],[4068,-40,3],[4067,50,1],[4067,60,3],[4067,130,1],[4067,140,3],[4067,210,1],[4067,220,3]]"	[]	"[[4068,8,2],[4068,9,1],[4068,9.2,3],[4068,14,2],[4068,15,1],[4068,15.2,3]]"	[]	36059	阿尔戈号	"[548,226]"	"[[600,317],[638,333]]"
1178	森林18	resource/scene/bf018/bf018_merge.sce		1005	982	1974	89	1177	0	0	"[[11092,5000,3],[11095,5000,3],[11096,5000,3]]"	[]	0	89	"[4067,4068]"	0	"[[4068,-250,2]]"	[]	"[[4068,1,1],[4068,1.5,3],[4067,3,2],[4068,5,1],[4068,5.5,2],[4067,7,3],[4068,9,2],[4068,9.5,3],[4067,10,1],[4068,15,1],[4068,15.2,2],[4068,15.3,3],[4067,16,1],[4067,16.2,2],[4067,16.3,3]]"	[]	36059	阿尔戈号	"[659,268]"	"[[714,332],[741,308]]"
1179	森林19	resource/scene/bf018/bf018_merge.sce		1005	991	1992	90	1178	0	0	"[[11092,5000,3],[11094,5000,3],[11096,5000,3]]"	[]	0	90	"[4067,4068]"	0	[]	[]	"[[4068,1,1],[4068,1.1,2],[4068,1.2,3],[4067,2,1],[4067,2.1,2],[4067,2.2,3],[4068,11,1],[4068,11.1,2],[4068,11.2,3],[4067,12,1],[4067,12.1,2],[4067,12.2,3],[4068,21,1],[4068,21.1,2],[4068,21.2,3]]"	[]	37454	阿尔戈号	"[745,207]"	"[[782,252],[299,220]]"
1180	森林20	resource/scene/bf018/bf018_merge.sce		1005	1000	2010	90	1179	0	1	"[[11101,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	90	"[4067,4068]"	3013	"[[4067,50,1],[4068,60,3]]"	"[3013,250,2]"	[]	[]	37454	阿尔戈号	"[799,112]"	[]
1181	巨像之上1	resource/scene/bf001/bf001_merge.sce		1006	1010	2029	91	1180	0	0	"[[11103,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	91	"[3001,3002,3003,3004]"	0	"[[3004,-250,2],[3001,0,1],[3002,5,2],[3003,10,3],[3001,0,1],[3002,5,2],[3003,10,3],[3001,0,1],[3002,5,2],[3003,10,3],[3001,0,1],[3002,5,2],[3003,10,3]]"	[]	[]	[]	37802	罗德岛	"[78,165]"	"[[133,254],[169,268]]"
1182	巨像之上2	resource/scene/bf001/bf001_merge.sce		1006	1020	2048	91	1181	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	91	"[3001,3002,3003,3004]"	0	"[[3004,-250,2],[3001,100,1],[3002,105,2],[3003,110,3],[3002,100,1],[3003,105,2],[3001,110,3],[3003,100,1],[3001,105,2],[3002,110,3],[3001,100,1],[3002,105,2],[3003,110,3],[3002,100,1],[3003,105,2],[3001,110,3]]"	[]	[]	[]	37802	罗德岛	"[192,210]"	"[[253,293],[296,303]]"
1183	巨像之上3	resource/scene/bf001/bf001_merge.sce		1006	1030	2067	92	1182	0	0	"[[11102,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	92	"[3001,3002,3003,3004]"	0	"[[3001,100,1],[3001,105,2],[3001,110,3],[3002,160,1],[3002,165,2],[3002,170,3],[3003,220,1],[3003,225,2],[3003,230,3],[3004,280,1],[3004,285,2],[3004,290,3]]"	[]	[]	[]	38342	罗德岛	"[321,235]"	"[[385,303],[423,287]]"
1184	巨像之上4	resource/scene/bf001/bf001_merge.sce		1006	1040	2086	92	1183	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	92	"[3001,3002,3003,3004]"	0	"[[3001,-250,1],[3003,-240,3],[3002,-180,2],[3004,-120,2],[3001,350,2],[3002,350,2],[3003,350,2],[3004,350,2],[3001,350,2],[3002,350,2],[3003,350,2],[3004,350,2],[3001,350,2],[3002,350,2]]"	[]	[]	[]	38342	罗德岛	"[435,189]"	"[[484,229],[508,200]]"
1185	巨像之上5	resource/scene/bf001/bf001_merge.sce		1006	1050	2105	93	1184	0	1	"[[11101,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	93	"[3001,3002,3003,3004]"	3006	"[[3001,0,2],[3002,80,1],[3004,90,3],[3001,0,2],[3002,80,1],[3004,90,3],[3001,0,2],[3002,80,1],[3004,90,3],[3001,0,2],[3002,80,1],[3004,90,3]]"	"[3006,200,2]"	[]	[]	38881	罗德岛	"[515,98]"	"[[561,143],[599,136]]"
1186	巨像之上6	resource/scene/bf001/bf001_merge.sce		1006	1060	2124	93	1185	0	0	"[[11103,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	93	"[3022,3023,3024,3025]"	0	"[[3022,-120,2],[3022,-20,2],[3022,80,2],[3022,120,1],[3022,130,3],[3023,200,1],[3023,205,2],[3023,210,3]]"	[]	"[[3024,10,1],[3025,11,3],[3024,12,2],[3025,13,1],[3025,13,3],[3023,14,1],[3023,14,2],[3023,14,3]]"	[]	38881	罗德岛	"[601,102]"	"[[630,214],[637,259]]"
1187	巨像之上7	resource/scene/bf001/bf001_merge.sce		1006	1070	2143	94	1186	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	94	"[3022,3023,3024,3025]"	0	"[[3025,-100,1],[3025,-90,2],[3025,-80,3],[3025,0,1],[3025,10,2],[3025,20,3],[3023,100,1],[3023,110,2],[3023,120,3]]"	[]	"[[3022,12,2],[3024,12.5,1],[3024,12.5,3],[3024,13,1],[3024,13,3],[3024,13.5,1],[3024,13.5,3]]"	[]	39421	罗德岛	"[623,234]"	"[[648,356],[655,413]]"
1188	巨像之上8	resource/scene/bf001/bf001_merge.sce		1006	1080	2162	94	1187	0	0	"[[11102,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	94	"[3022,3023,3024,3025]"	0	[]	[]	"[[3023,1,2],[3025,1.5,3],[3025,1.5,1],[3025,2,3],[3025,2,1],[3025,2.5,3],[3025,2.5,1],[3025,3,3],[3025,3,1],[3022,10,2],[3024,10.5,3],[3024,10.5,1],[3024,11,3],[3024,11,1],[3024,11.5,3],[3024,11.5,1]]"	[]	39421	罗德岛	"[644,390]"	"[[677,502],[723,514]]"
1189	巨像之上9	resource/scene/bf001/bf001_merge.sce		1006	1090	2181	95	1188	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	95	"[3022,3023,3024,3025]"	0	"[[3024,-100,1],[3024,-95,2],[3024,-90,3],[3025,0,1],[3025,5,2],[3025,10,3],[3022,100,1],[3022,105,2],[3022,110,3],[3023,200,1],[3023,205,2],[3023,210,3]]"	[]	"[[3024,15,1],[3022,15,3],[3023,15.6,1],[3025,15.6,3]]"	[]	40382	罗德岛	"[742,418]"	"[[793,462],[824,433]]"
1190	巨像之上10	resource/scene/bf001/bf001_merge.sce		1006	1100	2200	95	1189	0	1	"[[11101,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	95	"[3022,3023,3024,3025]"	4016	"[[3024,-100,1],[3024,-95,2],[3024,-90,3],[3022,0,1],[3022,5,2],[3022,10,3],[3025,100,1],[3025,105,2],[3025,110,3],[3023,200,1],[3023,205,2],[3023,210,3]]"	[]	"[[3024,14,1],[3022,14,3],[3023,15,1],[3025,15,3]]"	"[4016,14.5]"	40382	罗德岛	"[835,329]"	[]
1191	巨像之上11	resource/scene/bf001/bf001_merge.sce		1006	1110	2220	96	1190	0	0	"[[11103,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	96	"[4060,4063,4064]"	0	"[[4063,-120,2],[4063,-80,1],[4063,-70,3],[4064,0,2],[4063,70,1],[4063,80,3],[4063,120,2]]"	[]	"[[4060,10,1],[4060,10.1,2],[4060,10.2,3]]"	[]	40922	罗德岛	"[60,342]"	"[[97,374],[115,334]]"
1192	巨像之上12	resource/scene/bf001/bf001_merge.sce		1006	1120	2240	96	1191	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	96	"[4060,4063,4064]"	0	"[[4063,-50,2],[4063,-30,1],[4063,-20,3],[4063,50,2],[4063,70,1],[4063,80,3],[4064,200,2]]"	[]	"[[4060,10,1],[4060,10.1,2],[4060,10.2,3]]"	[]	40922	罗德岛	"[117,220]"	"[[154,252],[176,216]]"
1193	巨像之上13	resource/scene/bf001/bf001_merge.sce		1006	1130	2260	97	1192	0	0	"[[11102,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	97	"[4063,4064]"	0	"[[4063,0,1],[4063,10,2],[4063,20,3],[4063,60,1],[4063,110,2],[4063,160,3],[4063,200,1],[4063,210,2],[4063,220,3],[4064,300,2]]"	[]	[]	[]	41309	罗德岛	"[180,110]"	"[[225,150],[254,128]]"
1194	巨像之上14	resource/scene/bf001/bf001_merge.sce		1006	1140	2280	97	1193	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	97	"[4060,4063,4064]"	0	"[[4063,200,1],[4063,220,3],[4064,300,2]]"	[]	"[[4060,2,1],[4060,2.1,2],[4060,2.2,3],[4060,4,1],[4060,4.1,2],[4060,4.2,3],[4060,8,1],[4060,8.1,2],[4060,8.2,3]]"	[]	41309	罗德岛	"[278,65]"	"[[320,168],[342,204]]"
1195	巨像之上15	resource/scene/bf001/bf001_merge.sce		1006	1150	2300	98	1194	0	1	"[[11101,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	98	"[4063,4064]"	4008	"[[4063,50,1],[4063,60,2],[4063,70,3],[4064,200,1]]"	"[4008,150,2]"	[]	[]	41851	罗德岛	"[347,166]"	"[[389,278],[416,307]]"
1196	巨像之上16	resource/scene/bf001/bf001_merge.sce		1006	1160	2320	98	1195	0	0	"[[11103,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	98	"[3011,3012]"	0	"[[3011,-100,2],[3012,-40,3],[3012,-40,1],[3011,120,2],[3012,180,3],[3012,180,1],[3011,340,2],[3012,400,3],[3012,400,1]]"	[]	"[[3012,10,2],[3012,10.4,3],[3012,10.4,1],[3011,11,2],[3011,11.4,3],[3011,11.4,1],[3012,12,2],[3012,12.4,3],[3012,12.4,1]]"	[]	41851	罗德岛	"[444,240]"	"[[502,292],[535,266]]"
1197	巨像之上17	resource/scene/bf001/bf001_merge.sce		1006	1170	2340	99	1196	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	99	"[3011,3012]"	0	"[[3011,-100,2],[3012,-40,3],[3012,-40,1],[3011,120,2],[3012,180,3],[3012,180,1],[3011,340,2],[3012,400,3],[3012,400,1]]"	[]	"[[3012,10,2],[3012,10.4,3],[3012,10.4,1],[3011,11,2],[3011,11.4,3],[3011,11.4,1],[3012,12,2],[3012,12.4,3],[3012,12.4,1],[3011,13,3],[3011,13,1]]"	[]	42394	罗德岛	"[549,165]"	"[[605,214],[646,201]]"
1198	巨像之上18	resource/scene/bf001/bf001_merge.sce		1006	1180	2360	99	1197	0	0	"[[11102,5000,3],[11105,5000,3],[11106,5000,3]]"	[]	0	99	"[3011,3012]"	0	"[[3012,-110,1],[3012,-100,3],[3012,-40,2],[3012,110,1],[3012,120,3],[3012,180,2],[3012,330,1],[3012,340,3],[3012,400,2]]"	[]	"[[3012,10,2],[3012,10.4,3],[3012,10.4,1],[3012,11,2],[3012,11.4,3],[3012,11.4,1],[3012,12,2],[3012,12.4,3],[3012,12.4,1],[3012,13,3],[3012,13,1]]"	[]	42394	罗德岛	"[665,152]"	"[[707,260],[727,297]]"
1199	巨像之上19	resource/scene/bf001/bf001_merge.sce		1006	1190	2380	100	1198	0	0	"[[11102,5000,3],[11104,5000,3],[11106,5000,3]]"	[]	0	100	"[3011,3012]"	0	"[[3011,-110,1],[3011,-100,3],[3011,-40,2],[3011,110,1],[3011,120,3],[3011,180,2],[3011,330,1],[3011,340,3],[3011,400,2]]"	[]	"[[3011,10,2],[3011,10.4,3],[3011,10.4,1],[3011,11,2],[3011,11.4,3],[3011,11.4,1],[3011,12,2],[3011,12.4,3],[3011,12.4,1],[3011,13,3],[3011,13,1]]"	[]	43851	罗德岛	"[725,263]"	"[[763,379],[779,422]]"
1200	巨像之上20	resource/scene/bf001/bf001_merge.sce		1006	1200	2400	100	1199	0	1	"[[11111,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	100	"[3011,3012]"	3027	"[[3011,-20,2],[3011,40,1],[3011,50,3],[3011,220,1],[3011,230,3],[3011,290,2]]"	[]	"[[3012,13,2],[3012,13.4,3],[3012,13.4,1],[3012,18,2],[3012,18.4,3],[3012,18.4,1]]"	"[3027,20]"	43851	罗德岛	"[777,389]"	[]
1201	街道1	resource/scene/bf001/bf001_merge.sce		1006	1211	2421	101	1200	0	0	"[[11113,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	101	[]	0	[]	[]	[]	[]	44292	罗德岛	"[69,84]"	"[[122,172],[150,195]]"
1202	街道2	resource/scene/bf001/bf001_merge.sce		1006	1222	2442	101	1201	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	101	[]	0	[]	[]	[]	[]	44292	罗德岛	"[157,153]"	"[[184,265],[195,303]]"
1203	街道3	resource/scene/bf001/bf001_merge.sce		1006	1233	2463	102	1202	0	0	"[[11112,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	102	[]	0	[]	[]	[]	[]	44876	罗德岛	"[190,266]"	"[[220,374],[237,410]]"
1204	街道4	resource/scene/bf001/bf001_merge.sce		1006	1244	2484	102	1203	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	102	[]	0	[]	[]	[]	[]	44876	罗德岛	"[238,371]"	"[[278,476],[310,499]]"
1205	街道5	resource/scene/bf001/bf001_merge.sce		1006	1255	2505	103	1204	0	1	"[[11111,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	103	[]	3041	[]	[]	[]	"[3041,20]"	45457	罗德岛	"[333,421]"	"[[387,472],[415,445]]"
1206	街道6	resource/scene/bf001/bf001_merge.sce		1006	1266	2526	103	1205	0	0	"[[11113,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	103	[]	0	[]	[]	[]	[]	45457	罗德岛	"[425,342]"	"[[470,385],[494,355]]"
1207	街道7	resource/scene/bf001/bf001_merge.sce		1006	1277	2547	104	1206	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	104	[]	0	[]	[]	[]	[]	46041	罗德岛	"[501,252]"	"[[545,297],[574,270]]"
1208	街道8	resource/scene/bf001/bf001_merge.sce		1006	1288	2568	104	1207	0	0	"[[11112,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	104	[]	0	[]	[]	[]	[]	46041	罗德岛	"[587,172]"	"[[644,234],[685,235]]"
1209	街道9	resource/scene/bf001/bf001_merge.sce		1006	1299	2589	105	1208	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	105	[]	0	[]	[]	[]	[]	47145	罗德岛	"[710,172]"	"[[767,262],[805,281]]"
1210	街道10	resource/scene/bf001/bf001_merge.sce		1006	1310	2610	105	1209	0	1	"[[11111,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	105	[]	3019	[]	[]	[]	"[3019,20]"	47145	罗德岛	"[825,226]"	[]
1211	街道11	resource/scene/bf001/bf001_merge.sce		1006	1321	2632	106	1210	0	0	"[[11113,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	106	[]	0	[]	[]	[]	[]	47729	罗德岛	"[108,162]"	"[[169,219],[209,202]]"
1212	街道12	resource/scene/bf001/bf001_merge.sce		1006	1332	2654	106	1211	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	106	[]	0	[]	[]	[]	[]	47729	罗德岛	"[232,113]"	"[[290,171],[329,157]]"
1213	街道13	resource/scene/bf001/bf001_merge.sce		1006	1343	2676	107	1212	0	0	"[[11112,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	107	[]	0	[]	[]	[]	[]	48315	罗德岛	"[354,70]"	"[[415,132],[461,126]]"
1214	街道14	resource/scene/bf001/bf001_merge.sce		1006	1354	2698	107	1213	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	107	[]	0	[]	[]	[]	[]	48315	罗德岛	"[488,64]"	"[[510,178],[495,216]]"
1215	街道15	resource/scene/bf001/bf001_merge.sce		1006	1365	2720	108	1214	0	1	"[[11111,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	108	[]	3070	[]	[]	[]	"[3070,20]"	48715	罗德岛	"[458,184]"	"[[457,294],[239,330]]"
1216	街道16	resource/scene/bf001/bf001_merge.sce		1006	1376	2742	108	1215	0	0	"[[11113,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	108	[]	0	[]	[]	[]	[]	48715	罗德岛	"[403,299]"	"[[405,413],[411,452]]"
1217	街道17	resource/scene/bf001/bf001_merge.sce		1006	1387	2764	109	1216	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	109	[]	0	[]	[]	[]	[]	49298	罗德岛	"[434,395]"	"[[497,459],[538,447]]"
1218	街道18	resource/scene/bf001/bf001_merge.sce		1006	1398	2786	109	1217	0	0	"[[11112,5000,3],[11115,5000,3],[11116,5000,3]]"	[]	0	109	[]	0	[]	[]	[]	[]	49298	罗德岛	"[566,357]"	"[[626,416],[668,399]]"
1219	街道19	resource/scene/bf001/bf001_merge.sce		1006	1409	2808	110	1218	0	0	"[[11112,5000,3],[11114,5000,3],[11116,5000,3]]"	[]	0	110	[]	0	[]	[]	[]	[]	51380	罗德岛	"[695,308]"	"[[755,365],[797,347]]"
1220	街道20	resource/scene/bf001/bf001_merge.sce		1006	1420	2830	110	1219	0	1	"[[11121,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	110	[]	3026	[]	[]	[]	"[3026,20]"	51380	罗德岛	"[818,255]"	[]
1221	迷宫1	resource/scene/bf001/bf001_merge.sce		1007	1432	2853	111	1220	0	0	"[[11123,5000,3],[11125,5000,3],[11126,5000,3]]"	[]	0	111	[]	0	[]	[]	[]	[]	51918	克里特岛	"[50,317]"	"[[104,406],[144,422]]"
1222	迷宫2	resource/scene/bf001/bf001_merge.sce		1007	1444	2876	111	1221	0	0	"[[11122,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	111	[]	0	[]	[]	[]	[]	51918	克里特岛	"[168,364]"	"[[223,453],[260,467]]"
1223	迷宫3	resource/scene/bf001/bf001_merge.sce		1007	1456	2899	112	1222	0	0	"[[11122,5000,3],[11125,5000,3],[11126,5000,3]]"	[]	0	112	[]	0	[]	[]	[]	[]	52326	克里特岛	"[283,407]"	"[[340,495],[380,507]]"
1224	迷宫4	resource/scene/bf001/bf001_merge.sce		1007	1468	2922	112	1223	0	0	"[[11122,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	112	[]	0	[]	[]	[]	[]	52326	克里特岛	"[408,445]"	"[[470,525],[515,521]]"
1225	迷宫5	resource/scene/bf001/bf001_merge.sce		1007	1480	2945	113	1224	0	1	"[[11121,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	113	[]	3049	[]	[]	[]	"[3049,20]"	52955	克里特岛	"[530,421]"	"[[543,446],[531,402]]"
1226	迷宫6	resource/scene/bf001/bf001_merge.sce		1007	1492	2968	113	1225	0	0	"[[11123,5000,3],[11125,5000,3],[11126,5000,3]]"	[]	0	113	[]	0	[]	[]	[]	[]	52955	克里特岛	"[498,290]"	"[[502,323],[486,280]]"
1227	迷宫7	resource/scene/bf001/bf001_merge.sce		1007	1504	2991	114	1226	0	0	"[[11122,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	114	[]	0	[]	[]	[]	[]	53582	克里特岛	"[460,166]"	"[[484,196],[515,169]]"
1228	迷宫8	resource/scene/bf001/bf001_merge.sce		1007	1516	3014	114	1227	0	0	"[[11122,5000,3],[11125,5000,3],[11126,5000,3]]"	[]	0	114	[]	0	[]	[]	[]	[]	53582	克里特岛	"[541,85]"	"[[605,162],[650,168]]"
1229	迷宫9	resource/scene/bf001/bf001_merge.sce		1007	1528	3037	115	1228	0	0	"[[11122,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	115	[]	0	[]	[]	[]	[]	54624	克里特岛	"[680,102]"	"[[745,187],[789,197]]"
1230	迷宫10	resource/scene/bf001/bf001_merge.sce		1007	1540	3060	115	1229	0	1	"[[11121,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	115	[]	3020	[]	[]	[]	"[3020,20]"	54624	克里特岛	"[817,134]"	[]
1231	迷宫11	resource/scene/bf001/bf001_merge.sce		1007	1552	3084	116	1230	0	0	"[[11123,5000,3],[11125,5000,3],[11126,5000,3]]"	[]	0	116	[]	0	[]	[]	[]	[]	55256	克里特岛	"[101,49]"	"[[167,122],[215,121]]"
1232	迷宫12	resource/scene/bf001/bf001_merge.sce		1007	1564	3108	116	1231	0	0	"[[11122,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	116	[]	0	[]	[]	[]	[]	55256	克里特岛	"[245,49]"	"[[306,126],[346,135]]"
1233	迷宫13	resource/scene/bf001/bf001_merge.sce		1007	1576	3132	117	1232	0	0	"[[11122,5000,3],[11125,5000,3],[11126,5000,3]]"	[]	0	117	[]	0	[]	[]	[]	[]	55888	克里特岛	"[365,87]"	"[[381,200],[366,236]]"
1234	迷宫14	resource/scene/bf001/bf001_merge.sce		1007	1588	3156	117	1233	0	0	"[[11122,5000,3],[11124,5000,3],[11126,5000,3]]"	[]	0	117	[]	0	[]	[]	[]	[]	55888	克里特岛	"[331,201]"	"[[332,310],[318,349]]"
