number	array	array	array	number	number	string	string	array	array	string	string	string
101015	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	まあでも、これだけ盛大に浄雪草の煙が立ち込めていたら、通常の敵は来られないだろ！		[1]	[101016]			
101016	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	問題は浄雪草に耐性がある敵だね。そいつらは待ち伏せをして奇襲戦法で倒そう。		[1]	[101017]			
101017	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		1	……よし！　行くぞ！		[1]	[101018]			
101018	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（……あらわれた敵は、恐れたよりはずっと少数だった……）		[2]	[100083]			
101019	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	やったあ！　勝ちぃ！		[1]	[101020]			
101020	"[124,-2]"	"[1,1]"	"[1.1,1.1]"		0	今のは偵察部隊と思われますので、この後に本体が押し寄せてくるでしょう。		[1]	[101021]			
101021	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	でもまだ浄雪草の煙があるから、耐性のある連中しか来られないはず。		[1]	[101022]			
101022	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		1	来たぞ！　早く隠れろ！　奇襲戦法第二弾だ！		[2]	[100084]			
101023	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	……本体にしては小規模じゃない？		[1]	[101024]			
101024	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	偵察部隊が帰ってこないから、警戒されてるんじゃないかな？		[1]	[101025]			
101025	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	まあそれならそれで、少しずつ相手の戦力を削いでいるわけですから良いのですけれど。		[1]	[101026]			
101026	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	うーむ、それだと時間がかかりすぎるのだけど……まあいいか。とりあえず今回の敵も倒しちゃってよ。		[1]	[101027]			
101027	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	了解しました。タイミングを見計らって……。		[1]	[101028]			
101028	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	……突撃～！！		[2]	[100084]			
101029	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……なんとか倒せましたわね。奇襲は失敗でしたけど。		[1]	[101030]			
101030	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	コーディーが大声で「突撃～！！」とか言っちゃったからな。		[1]	[101031]			
101031	"[124,-2]"	"[1,1]"	"[1.1,1.1]"		0	おそらく敵の狙いはチーム·ミラージュの重要データですので、別ルートでデータストレージにも向かうと思われます。		[1]	[101032]			
101032	"[124,-2]"	"[1,1]"	"[1.1,1.1]"		1	ヘカテのストレージはこのすぐ近くにあるんだろ？　だったら、ここで待ち伏せてればいいさ。		[2]	[100085]			
101033	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	そういえばアビスの方はどうなってるのでしょう？		[1]	[101034]			
101034	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	連絡が無いってことは、向こうも戦闘中ってことかな？		[1]	[101035]			
101035	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	……ん？　……何か変な音がしないか？		[1]	[101036]			
101036	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	そういえば……でも通路に敵の姿はありませんよ。		[1]	[101037]			
101037	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	でも確かに音が……きゃあ！　壁が！？		[1]	[101038]			
101038	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	どうやら浄雪草の煙が充満していない道を強引に作ったようだね。アカバ湾におけるモーセというわけだ。		[1]	[101039]			
101039	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	ここを抜かれたらデータを盗まれちゃう！		[1]	[101040]			
101040	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	うおおお！　なんとか食い止めるぞ！！		[1]	[101041]			
101041	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	まずいよ！　ここからなら浄雪草の煙にかからずに攻め込まれちゃう！		[2]	[100085]			
101042	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	浄雪草に耐性の無い敵もまとめてこられたら持たないぞ！		[1]	[101043]			
101043	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	奇襲する側が奇襲されていては話になりませんわ。		[1]	[101044]			
101044	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	冥翠、どうしましょうか？		[1]	[101045]			
101045	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	う～ん、そろそろ潮時かな。もうちょっと敵の戦力を削いでおきたかったんだけど。それじゃあアビスの方と連絡を取ってタイミングを計るとしようかな。		[1]	[101046]			
101046	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		1	よし、アビスと連絡を取るぞ！		[1]	[101047]			
101047	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（……やっぱりだ……なんだかんだで助かりそうな気がする……）		[1]	[101048]			
101048	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（……でも、どうして俺はそんなことが分かるんだ……？）		[2]	[100086]			
101049	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		0	やあキャロルかい？　そっちの様子はどうかな？		[1]	[101050]			
101050	"[104,111]"	"[1,1]"	"[1.1,1.1]"		1	こっちにオルガが現れたわ。今は警備ロボットと装甲車で持ちこたえているけど、中に踏み込まれたら一たまりもないと思う。どうするの？		[1]	[101051]			
101051	"[104,111]"	"[1,1]"	"[1.1,1.1]"		0	ギリギリまで引き付けた後、データを破壊し、君は脱出してくれたまえ。		[1]	[101052]			
101052	"[104,111]"	"[1,1]"	"[1.1,1.1]"		1	そんな事したら、そっちのデータが隔離されるんじゃなかったっけ？		[1]	[101053]			
101053	"[104,111]"	"[1,1]"	"[1.1,1.1]"		0	そう。だからそうなる前に回収して、こちらも脱出を図る。それでは後で落ち合おう！　幸運を祈る！		[1]	[101054]			
101054	"[104,-2]"	"[1,1]"	"[1.1,1.1]"		1	データは回収したんだな？　じゃあ早く逃げよう！		[2]	[100086]			
101055	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	今ごろオルガもこちらに向かってるのでしょうかしらね。		[1]	[101056]			
101056	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	出来れば、出くわさないことを祈りたいな。		[1]	[101057]			
101057	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	ちょっと待って下さい……目の前の、これは……氷河？		[1]	[101058]			
101058	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	いつからこんな場所に氷河が出来たの？		[2]	[100087]			
101059	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	気を付けて下さい。こんな場所に氷河があるなんて聞いていません。敵の罠かもしれません。		[1]	[101060]			
101060	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	……わー、冷たぁ～い！　こんなの作れるなんて、スゴイね！		[1]	[101061]			
101061	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	確かに、もしこんなモノを作れるようなら、恐ろしすぎるな……。		[1]	[101062]			
101062	"[124,-2]"	"[1,1]"	"[1.1,1.1]"		0	敵の情報ですが、オルガの得意魔法は氷系だそうです。		[1]	[101063]			
101063	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	あ、あそこの下……何か動いてる！？		[1]	[101064]			
101064	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	やっぱり罠か！？		[2]	[100087]			
101065	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	このままだと凍え死んでしまいます。		[1]	[101066]			
101066	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	……さっきから、あまり前に進んでいないような……。		[1]	[101067]			
101067	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		1	いや、進んでいないっていうか、押し戻されているんだ！　氷が波打っている！		[1]	[101068]			
101068	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	ここから離れないと！		[2]	[100088]			
101069	"[121,-2]"	"[1,1]"	"[1.1,1.1]"		0	あらあら久しぶりの邂逅なのに、挨拶も無しなんて寂しいじゃない？		[1]	[101070]			
101070	"[121,-2]"	"[1,1]"	"[1.1,1.1]"		1	悪いけど色々と忙しいんでね。お前と遊んでる暇はないんだ。		[1]	[101071]			
101071	"[121,-2]"	"[1,1]"	"[1.1,1.1]"		0	本当に？　色々と楽しい思いをさせてあげられると思うんだけどな～。		[1]	[101072]			
101072	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	言葉での遊戯はそこまでですわ！　私たちの邪魔をするというのなら覚悟して下さいまし！		[2]	[100088]			
101073	"[121,-2]"	"[1,1]"	"[1.1,1.1]"		0	あら、もう行かなきゃいけないみたい。ごめんなさいね、私の方も色々と忙しいの。それじゃあまた今度ね～?		[1]	[101074]			
101074	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	こら、逃げるなー！		[1]	[101075]			
101075	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		1	追う必要は無いよ。深追いしても向こうは逃げまわるだけで、疲労したこちらに付け入るスキを与えてしまう。		[1]	[101076]			
101076	"[103,-2]"	"[1,1]"	"[1.1,1.1]"		0	今、一番に優先すべきはデータを安全な場所へ持っていくことです。		[1]	[101077]			
101077	"[124,-2]"	"[1,1]"	"[1.1,1.1]"		0	まずは皆でアビスへ戻り、次の対策を考えるとしましょう。		[1]	[101078]			
101078	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（……なんとかアビスへ戻ってきたけどひどい有様だ。もともと、データには関係なく破壊するつもりだったんだろう……）		[1]	[101079]			
101079	"[111,-2]"	"[1,1]"	"[1.1,1.1]"		1	キャロル、無事だったか？		[1]	[101080]			
101080	"[111,-2]"	"[1,1]"	"[1.1,1.1]"		0	お帰りー。いや～、ひどい戦闘だったけど、私の作った警備ロボットと装甲車が良い働きをしてね。見てもらいたかったな～。		[1]	[101081]			
101081	"[112,-2]"	"[1,1]"	"[1.1,1.1]"		0	敵の現在位置の補足は可能か？		[1]	[101082]			
101082	"[111,-2]"	"[1,1]"	"[1.1,1.1]"		0	一応、発信機は付けておいたよ。気付かれてなきゃ良いんだけれど……うん、大丈夫みたい。今は森の奥、遺跡付近にいるみたいね。ここに拠点があるのかも。		[1]	[101083]			
101083	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	遺跡付近……以前、私たちの能力を研究していたらしい施設がある場所ですわ。確か研究所の名前はユータナジー……。		[1]	[101084]			
101084	"[112,-2]"	"[1,1]"	"[1.1,1.1]"		0	場所が特定できているのなら早速作戦立案にかかろう。それ以外の者は基地内の片付けにかかれ！		[2]	[100089]			
101085	"[-1,-1]"	"[1,1]"	"[1.1,1.1]"		0	（敵拠点への侵入作戦を検討した結果、まずは偵察部隊が調査し、後から合流する本隊とで叩く――という事になった。それにしても気になるのはミリアムが言った、『私たちの能力を研究していた』という言葉だ。彼女たちの能力とは何なのだろう……）		[1]	[101086]			
101086	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	うう……ひどい場所ですわね。地面は混沌のようにぬかるんでいますし、草木やツタは魔惑のように絡み付いてきますし……。		[1]	[101087]			
101087	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		0	う～ん、たしかにこれはひどいわね～。早く済ませて帰りましょ～。		[1]	[101088]			
101088	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	そうは言いましても……あら、足が抜けない？　それどころかズブズブと沈んでいきますわ！？		[1]	[101089]			
101089	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		0	そういう時は動いちゃダメだよ～。動くとますます泥沼だよ～？		[1]	[101090]			
101090	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		0	こんな時にはロープの準備～。		[2]	[100089]			
101091	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	まったく……このまま魔界まで引きずり込まれるかと思うほどひどい目に遭いましたわ。		[1]	[101092]			
101092	"[115,-2]"	"[1,1]"	"[1.1,1.1]"		0	う～、全身泥だらけ～……。		[1]	[101093]			
101093	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	向こうに川があるようですわね。ちょっと洗ってまいりますわ。		[1]	[101094]			
101094	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	うーん、しょうがないな。敵に襲われないように気を付けるんだぞ。		[1]	[101095]			
101095	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……覗いたりしたら承知しませんわよ。		[1]	[101096]			
101096	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	の、覗かねえよ！		[2]	[100090]			
101097	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……本当に覗いていないのですか？　あなたひょっとして……女性に興味がありませんの？　ＬＧＢＴというあれ？		[1]	[101098]			
101098	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	なんでそうなるんだよ！　理性的とか紳士的とか思わないのか！？		[1]	[101099]			
101099	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	……いえ、やはり覗いているのですね！？　気配がしますわ！！		[1]	[101100]			
101100	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	はあ？　なんのこと？　俺は本当に覗いてなんか……。		[1]	[101101]			
101101	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	この私の美しい身体を見たい欲求が抑えきれない……その気持ちは痛いほどに分かります。分かりますが、皆の前での破廉恥な振る舞いを見逃すわけには参りません。覚悟しなさい！		[2]	[100090]			
101102	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	鹿だったようですわね。		[1]	[101103]			
101103	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	……あ、そう。		[1]	[101104]			
101104	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	それではそろそろ参りましょうか。他の皆さんもお待ちかねでしょうから。		[2]	[100091]			
101105	"[105,-2]"	"[1,1]"	"[1.1,1.1]"		0	お二人揃ってのご帰還なんて、良い感じじゃない？		[1]	[101106]			
101106	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	いえ、○○さんは紳士ですわ。美巴瑠さんが思うような事など何もありません。		[1]	[101107]			
101107	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		0	『美巴瑠さんが思うような事』って、何ですか？		[1]	[101108]			
101108	"[116,-2]"	"[1,1]"	"[1.1,1.1]"		1	そこは深く突っ込まなくていいから！　って、リーゼロッテがなんか怖い……。		[1]	[101109]			
101109	"[105,-2]"	"[1,1]"	"[1.1,1.1]"		0	ふふ、今度たっぷりと教えてあげるから覚悟しておいて、リーゼロッテちゃん。		[1]	[101110]			
101110	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		0	ずいぶんと楽しそうですね～。ガールズトークなら交ぜて下さいよ～。		[1]	[101111]			
101111	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		0	あの……『ガールズトーク』……って言うんでしょうか、こういうの。		[1]	[101112]			
101112	"[120,-2]"	"[1,1]"	"[1.1,1.1]"		1	シェスタ、リーゼロッテ……悪い大人に影響されたらダメだからな。本当になにも無かったんだ。本当だよ。		[1]	[101113]			
101113	"[105,-2]"	"[1,1]"	"[1.1,1.1]"		0	それはそうと何の用事なの、ニコラ？		[1]	[101114]			
101114	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		0	そうそう、この沼地なんですけどかなり広いみたいで～、外周部に沿って回り道をするしかないみたいです～。		[1]	[101115]			
101115	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		1	そうか。かなりの遠回りになるけど、しかたないな。		[1]	[101116]			
101116	"[113,-2]"	"[1,1]"	"[1.1,1.1]"		0	それでは気を取り直して～、出発と行きましょ～！		[2]	[100091]			
101117	"[105,-2]"	"[1,1]"	"[1.1,1.1]"		0	ダメみたいね……迂回しようにも道が険し過ぎるわ。		[1]	[101118]			
101118	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		0	沼は通れない、迂回路も通れない……どうすればいいんですの？		[1]	[101119]			
101119	"[122,-2]"	"[1,1]"	"[1.1,1.1]"		1	（……なぜか、この状況を俺は知っている気がする。確かこの時は……）　あの、上はダメかな？		[2]	[100092]			
