number	number	number	number	number	number	number	number	number	number	number
2112	12	22	116	121	85	73	354	0	0	0
2113	13	22	126	131	92	79	383	0	0	0
2114	14	22	135	141	99	85	413	0	0	0
2115	15	22	145	151	106	91	442	0	0	0
2116	16	22	155	161	113	97	472	0	0	0
2117	17	22	164	171	120	103	501	0	0	0
2118	18	22	174	181	127	109	531	0	0	0
2119	19	22	184	191	134	115	560	0	0	0
2120	20	22	194	202	142	122	590	0	0	0
2121	21	22	203	212	149	128	619	0	0	0
2122	22	22	213	222	156	134	649	0	0	0
2123	23	22	223	232	163	140	678	0	0	0
2124	24	22	232	242	170	146	708	0	0	0
2125	25	22	242	252	177	152	737	0	0	0
2126	26	22	252	262	184	158	767	0	0	0
2127	27	22	261	272	191	164	796	0	0	0
2128	28	22	271	282	198	170	826	0	0	0
2129	29	22	281	292	205	176	855	0	0	0
2130	30	22	291	303	213	183	885	0	0	0
2131	31	22	300	313	220	189	914	0	0	0
2132	32	22	310	323	227	195	944	0	0	0
2133	33	22	320	333	234	201	973	0	0	0
2134	34	22	329	343	241	207	1003	0	0	0
2135	35	22	339	353	248	213	1032	0	0	0
2136	36	22	349	363	255	219	1062	0	0	0
2137	37	22	358	373	262	225	1091	0	0	0
2138	38	22	368	383	269	231	1121	0	0	0
2139	39	22	378	393	276	237	1150	0	0	0
2140	40	22	388	404	284	244	1180	0	0	0
2141	41	22	397	414	291	250	1209	0	0	0
2142	42	22	407	424	298	256	1239	0	0	0
2143	43	22	417	434	305	262	1268	0	0	0
2144	44	22	426	444	312	268	1298	0	0	0
2145	45	22	436	454	319	274	1327	0	0	0
2146	46	22	446	464	326	280	1357	0	0	0
2147	47	22	455	474	333	286	1386	0	0	0
2148	48	22	465	484	340	292	1416	0	0	0
2149	49	22	475	494	347	298	1445	0	0	0
2150	50	22	485	505	355	305	1475	0	0	0
2151	51	22	494	515	362	311	1504	0	0	0
2152	52	22	504	525	369	317	1534	0	0	0
2153	53	22	514	535	376	323	1563	0	0	0
2154	54	22	523	545	383	329	1593	0	0	0
2155	55	22	533	555	390	335	1622	0	0	0
2156	56	22	543	565	397	341	1652	0	0	0
2157	57	22	552	575	404	347	1681	0	0	0
2158	58	22	562	585	411	353	1711	0	0	0
2159	59	22	572	595	418	359	1740	0	0	0
2160	60	22	582	606	426	366	1770	0	0	0
2161	61	22	591	616	433	372	1799	0	0	0
2162	62	22	601	626	440	378	1829	0	0	0
2163	63	22	611	636	447	384	1858	0	0	0
2164	64	22	620	646	454	390	1888	0	0	0
2165	65	22	630	656	461	396	1917	0	0	0
2166	66	22	640	666	468	402	1947	0	0	0
2167	67	22	649	676	475	408	1976	0	0	0
2168	68	22	659	686	482	414	2006	0	0	0
2169	69	22	669	696	489	420	2035	0	0	0
2170	70	22	679	707	497	427	2065	0	0	0
2171	71	22	689	718	505	434	2095	0	0	0
2172	72	22	699	729	513	441	2125	0	0	0
2173	73	22	709	740	521	448	2155	0	0	0
2174	74	22	719	751	529	455	2185	0	0	0
2175	75	22	729	762	537	462	2215	0	0	0
2176	76	22	739	773	545	469	2245	0	0	0
2177	77	22	749	784	553	476	2275	0	0	0
2178	78	22	759	795	561	483	2305	0	0	0
2179	79	22	769	806	569	490	2335	0	0	0
2180	80	22	779	817	577	497	2365	0	0	0
2181	81	22	789	828	585	504	2395	0	0	0
2182	82	22	799	839	593	511	2425	0	0	0
2183	83	22	809	850	601	518	2455	0	0	0
2184	84	22	819	861	609	525	2485	0	0	0
2185	85	22	829	872	617	532	2515	0	0	0
2186	86	22	839	883	625	539	2545	0	0	0
2187	87	22	849	894	633	546	2575	0	0	0
2188	88	22	859	905	641	553	2605	0	0	0
2189	89	22	869	916	649	560	2635	0	0	0
2190	90	22	879	927	657	567	2665	0	0	0
2191	91	22	889	938	665	574	2695	0	0	0
2192	92	22	899	949	673	581	2725	0	0	0
2193	93	22	909	960	681	588	2755	0	0	0
2194	94	22	919	971	689	595	2785	0	0	0
2195	95	22	929	982	697	602	2815	0	0	0
2196	96	22	939	993	705	609	2845	0	0	0
2197	97	22	949	1004	713	616	2875	0	0	0
2198	98	22	959	1015	721	623	2905	0	0	0
2199	99	22	969	1026	729	630	2935	0	0	0
2200	100	22	979	1037	737	637	2965	0	0	0
2201	1	23	6	9	5	5	32	0	0	0
2202	2	23	13	19	11	11	65	0	0	0
2203	3	23	20	29	17	17	97	0	0	0
2204	4	23	27	39	23	22	130	0	0	0
2205	5	23	34	49	29	28	163	0	0	0
2206	6	23	41	59	35	34	195	0	0	0
2207	7	23	48	69	41	39	228	0	0	0
2208	8	23	55	79	47	45	260	0	0	0
2209	9	23	62	89	53	51	293	0	0	0
2210	10	23	69	99	59	57	326	0	0	0
2211	11	23	75	108	64	62	358	0	0	0
2212	12	23	82	118	70	68	391	0	0	0
2213	13	23	89	128	76	74	423	0	0	0
2214	14	23	96	138	82	79	456	0	0	0
2215	15	23	103	148	88	85	489	0	0	0
2216	16	23	110	158	94	91	521	0	0	0
2217	17	23	117	168	100	96	554	0	0	0
2218	18	23	124	178	106	102	586	0	0	0
2219	19	23	131	188	112	108	619	0	0	0
2220	20	23	138	198	118	114	652	0	0	0
2221	21	23	144	207	123	119	684	0	0	0
2222	22	23	151	217	129	125	717	0	0	0
2223	23	23	158	227	135	131	749	0	0	0
2224	24	23	165	237	141	136	782	0	0	0
2225	25	23	172	247	147	142	815	0	0	0
2226	26	23	179	257	153	148	847	0	0	0
2227	27	23	186	267	159	153	880	0	0	0
2228	28	23	193	277	165	159	912	0	0	0
2229	29	23	200	287	171	165	945	0	0	0
2230	30	23	207	297	177	171	978	0	0	0
2231	31	23	213	306	182	176	1010	0	0	0
2232	32	23	220	316	188	182	1043	0	0	0
2233	33	23	227	326	194	188	1075	0	0	0
2234	34	23	234	336	200	193	1108	0	0	0
2235	35	23	241	346	206	199	1141	0	0	0
2236	36	23	248	356	212	205	1173	0	0	0
2237	37	23	255	366	218	210	1206	0	0	0
2238	38	23	262	376	224	216	1238	0	0	0
2239	39	23	269	386	230	222	1271	0	0	0
2240	40	23	276	396	236	228	1304	0	0	0
2241	41	23	282	405	241	233	1336	0	0	0
2242	42	23	289	415	247	239	1369	0	0	0
2243	43	23	296	425	253	245	1401	0	0	0
2244	44	23	303	435	259	250	1434	0	0	0
2245	45	23	310	445	265	256	1467	0	0	0
2246	46	23	317	455	271	262	1499	0	0	0
2247	47	23	324	465	277	267	1532	0	0	0
2248	48	23	331	475	283	273	1564	0	0	0
2249	49	23	338	485	289	279	1597	0	0	0
2250	50	23	345	495	295	285	1630	0	0	0
2251	51	23	351	504	300	290	1662	0	0	0
2252	52	23	358	514	306	296	1695	0	0	0
2253	53	23	365	524	312	302	1727	0	0	0
2254	54	23	372	534	318	307	1760	0	0	0
2255	55	23	379	544	324	313	1793	0	0	0
2256	56	23	386	554	330	319	1825	0	0	0
2257	57	23	393	564	336	324	1858	0	0	0
2258	58	23	400	574	342	330	1890	0	0	0
2259	59	23	407	584	348	336	1923	0	0	0
2260	60	23	414	593	354	342	1956	0	0	0
2261	61	23	420	603	359	347	1988	0	0	0
2262	62	23	427	613	365	353	2021	0	0	0
2263	63	23	434	623	371	359	2053	0	0	0
2264	64	23	441	633	377	364	2086	0	0	0
2265	65	23	448	643	383	370	2119	0	0	0
2266	66	23	455	653	389	376	2151	0	0	0
2267	67	23	462	663	395	381	2184	0	0	0
2268	68	23	469	673	401	387	2216	0	0	0
2269	69	23	476	683	407	393	2249	0	0	0
2270	70	23	482	692	413	399	2282	0	0	0
2271	71	23	488	701	419	405	2315	0	0	0
2272	72	23	494	710	425	411	2348	0	0	0
2273	73	23	500	719	431	417	2381	0	0	0
2274	74	23	506	728	437	423	2414	0	0	0
2275	75	23	512	737	443	429	2447	0	0	0
2276	76	23	518	746	449	435	2480	0	0	0
2277	77	23	524	755	455	441	2513	0	0	0
2278	78	23	530	764	461	447	2546	0	0	0
2279	79	23	536	773	467	453	2579	0	0	0
2280	80	23	542	782	473	459	2612	0	0	0
2281	81	23	548	791	479	465	2645	0	0	0
2282	82	23	554	800	485	471	2678	0	0	0
2283	83	23	560	809	491	477	2711	0	0	0
2284	84	23	566	818	497	483	2744	0	0	0
2285	85	23	572	827	503	489	2777	0	0	0
2286	86	23	578	836	509	495	2810	0	0	0
2287	87	23	584	845	515	501	2843	0	0	0
2288	88	23	590	854	521	507	2876	0	0	0
2289	89	23	596	863	527	513	2909	0	0	0
2290	90	23	602	872	533	519	2942	0	0	0
2291	91	23	608	881	539	525	2975	0	0	0
2292	92	23	614	890	545	531	3008	0	0	0
2293	93	23	620	899	551	537	3041	0	0	0
2294	94	23	626	908	557	543	3074	0	0	0
2295	95	23	632	917	563	549	3107	0	0	0
2296	96	23	638	926	569	555	3140	0	0	0
2297	97	23	644	935	575	561	3173	0	0	0
2298	98	23	650	944	581	567	3206	0	0	0
2299	99	23	656	953	587	573	3239	0	0	0
2300	100	23	602	872	533	519	2942	0	0	0
2301	1	24	6	7	5	4	33	0	0	0
2302	2	24	13	14	10	9	66	0	0	0
2303	3	24	20	21	15	14	99	0	0	0
2304	4	24	27	28	20	19	132	0	0	0
2305	5	24	34	35	26	24	166	0	0	0
2306	6	24	41	42	31	29	199	0	0	0
2307	7	24	48	49	36	34	232	0	0	0
2308	8	24	55	56	41	39	265	0	0	0
2309	9	24	62	63	46	44	298	0	0	0
2310	10	24	69	70	52	49	332	0	0	0
2311	11	24	75	77	57	53	365	0	0	0
2312	12	24	82	84	62	58	398	0	0	0
2313	13	24	89	91	67	63	431	0	0	0
2314	14	24	96	98	72	68	464	0	0	0
2315	15	24	103	105	78	73	498	0	0	0
2316	16	24	110	112	83	78	531	0	0	0
2317	17	24	117	119	88	83	564	0	0	0
2318	18	24	124	126	93	88	597	0	0	0
2319	19	24	131	133	98	93	630	0	0	0
2320	20	24	138	140	104	98	664	0	0	0
2321	21	24	144	147	109	102	697	0	0	0
2322	22	24	151	154	114	107	730	0	0	0
2323	23	24	158	161	119	112	763	0	0	0
2324	24	24	165	168	124	117	796	0	0	0
2325	25	24	172	175	130	122	830	0	0	0
2326	26	24	179	182	135	127	863	0	0	0
2327	27	24	186	189	140	132	896	0	0	0
2328	28	24	193	196	145	137	929	0	0	0
2329	29	24	200	203	150	142	962	0	0	0
2330	30	24	207	210	156	147	996	0	0	0
2331	31	24	213	217	161	151	1029	0	0	0
2332	32	24	220	224	166	156	1062	0	0	0
2333	33	24	227	231	171	161	1095	0	0	0
2334	34	24	234	238	176	166	1128	0	0	0
2335	35	24	241	245	182	171	1162	0	0	0
2336	36	24	248	252	187	176	1195	0	0	0
2337	37	24	255	259	192	181	1228	0	0	0
2338	38	24	262	266	197	186	1261	0	0	0
2339	39	24	269	273	202	191	1294	0	0	0
2340	40	24	276	280	208	196	1328	0	0	0
2341	41	24	282	287	213	200	1361	0	0	0
2342	42	24	289	294	218	205	1394	0	0	0
2343	43	24	296	301	223	210	1427	0	0	0
2344	44	24	303	308	228	215	1460	0	0	0
2345	45	24	310	315	234	220	1494	0	0	0
2346	46	24	317	322	239	225	1527	0	0	0
2347	47	24	324	329	244	230	1560	0	0	0
2348	48	24	331	336	249	235	1593	0	0	0
2349	49	24	338	343	254	240	1626	0	0	0
2350	50	24	345	350	260	245	1660	0	0	0
2351	51	24	351	357	265	249	1693	0	0	0
2352	52	24	358	364	270	254	1726	0	0	0
2353	53	24	365	371	275	259	1759	0	0	0
2354	54	24	372	378	280	264	1792	0	0	0
2355	55	24	379	385	286	269	1826	0	0	0
2356	56	24	386	392	291	274	1859	0	0	0
2357	57	24	393	399	296	279	1892	0	0	0
2358	58	24	400	406	301	284	1925	0	0	0
2359	59	24	407	413	306	289	1958	0	0	0
2360	60	24	414	420	312	294	1992	0	0	0
2361	61	24	420	427	317	298	2025	0	0	0
2362	62	24	427	434	322	303	2058	0	0	0
2363	63	24	434	441	327	308	2091	0	0	0
2364	64	24	441	448	332	313	2124	0	0	0
2365	65	24	448	455	338	318	2158	0	0	0
2366	66	24	455	462	343	323	2191	0	0	0
2367	67	24	462	469	348	328	2224	0	0	0
2368	68	24	469	476	353	333	2257	0	0	0
2369	69	24	476	483	358	338	2290	0	0	0
2370	70	24	482	490	364	343	2324	0	0	0
2371	71	24	488	497	370	348	2358	0	0	0
2372	72	24	494	504	376	353	2392	0	0	0
2373	73	24	500	511	382	358	2426	0	0	0
2374	74	24	506	518	388	363	2460	0	0	0
2375	75	24	512	525	394	368	2494	0	0	0
2376	76	24	518	532	400	373	2528	0	0	0
2377	77	24	524	539	406	378	2562	0	0	0
2378	78	24	530	546	412	383	2596	0	0	0
2379	79	24	536	553	418	388	2630	0	0	0
2380	80	24	542	560	424	393	2664	0	0	0
2381	81	24	548	567	430	398	2698	0	0	0
2382	82	24	554	574	436	403	2732	0	0	0
2383	83	24	560	581	442	408	2766	0	0	0
2384	84	24	566	588	448	413	2800	0	0	0
2385	85	24	572	595	454	418	2834	0	0	0
2386	86	24	578	602	460	423	2868	0	0	0
2387	87	24	584	609	466	428	2902	0	0	0
2388	88	24	590	616	472	433	2936	0	0	0
2389	89	24	596	623	478	438	2970	0	0	0
2390	90	24	602	630	484	443	3004	0	0	0
2391	91	24	608	637	490	448	3038	0	0	0
2392	92	24	614	644	496	453	3072	0	0	0
2393	93	24	620	651	502	458	3106	0	0	0
2394	94	24	626	658	508	463	3140	0	0	0
2395	95	24	632	665	514	468	3174	0	0	0
2396	96	24	638	672	520	473	3208	0	0	0
2397	97	24	644	679	526	478	3242	0	0	0
2398	98	24	650	686	532	483	3276	0	0	0
2399	99	24	656	693	538	488	3310	0	0	0
2400	100	24	662	700	544	493	3344	0	0	0
2401	1	25	7	7	6	6	35	0	0	0
2402	2	25	15	15	12	12	71	0	0	0
2403	3	25	23	23	18	18	106	0	0	0
2404	4	25	31	31	24	24	142	0	0	0
2405	5	25	39	39	30	30	178	0	0	0
2406	6	25	47	46	36	36	213	0	0	0
2407	7	25	55	54	42	42	249	0	0	0
2408	8	25	63	62	48	48	284	0	0	0
2409	9	25	71	70	54	54	320	0	0	0
2410	10	25	79	78	60	60	356	0	0	0
2411	11	25	86	85	66	66	391	0	0	0
2412	12	25	94	93	72	72	427	0	0	0
2413	13	25	102	101	78	78	462	0	0	0
2414	14	25	110	109	84	84	498	0	0	0
2415	15	25	118	117	90	90	534	0	0	0
2416	16	25	126	124	96	96	569	0	0	0
2417	17	25	134	132	102	102	605	0	0	0
2418	18	25	142	140	108	108	640	0	0	0
2419	19	25	150	148	114	114	676	0	0	0
2420	20	25	158	156	120	120	712	0	0	0
2421	21	25	165	163	126	126	747	0	0	0
2422	22	25	173	171	132	132	783	0	0	0
2423	23	25	181	179	138	138	818	0	0	0
2424	24	25	189	187	144	144	854	0	0	0
2425	25	25	197	195	150	150	890	0	0	0
2426	26	25	205	202	156	156	925	0	0	0
2427	27	25	213	210	162	162	961	0	0	0
2428	28	25	221	218	168	168	996	0	0	0
2429	29	25	229	226	174	174	1032	0	0	0
2430	30	25	237	234	180	180	1068	0	0	0
2431	31	25	244	241	186	186	1103	0	0	0
2432	32	25	252	249	192	192	1139	0	0	0
2433	33	25	260	257	198	198	1174	0	0	0
2434	34	25	268	265	204	204	1210	0	0	0
2435	35	25	276	273	210	210	1246	0	0	0
2436	36	25	284	280	216	216	1281	0	0	0
2437	37	25	292	288	222	222	1317	0	0	0
2438	38	25	300	296	228	228	1352	0	0	0
2439	39	25	308	304	234	234	1388	0	0	0
2440	40	25	316	312	240	240	1424	0	0	0
2441	41	25	323	319	246	246	1459	0	0	0
2442	42	25	331	327	252	252	1495	0	0	0
2443	43	25	339	335	258	258	1530	0	0	0
2444	44	25	347	343	264	264	1566	0	0	0
2445	45	25	355	351	270	270	1602	0	0	0
2446	46	25	363	358	276	276	1637	0	0	0
2447	47	25	371	366	282	282	1673	0	0	0
2448	48	25	379	374	288	288	1708	0	0	0
2449	49	25	387	382	294	294	1744	0	0	0
2450	50	25	395	390	300	300	1780	0	0	0
2451	51	25	402	397	306	306	1815	0	0	0
2452	52	25	410	405	312	312	1851	0	0	0
2453	53	25	418	413	318	318	1886	0	0	0
2454	54	25	426	421	324	324	1922	0	0	0
2455	55	25	434	429	330	330	1958	0	0	0
2456	56	25	442	436	336	336	1993	0	0	0
2457	57	25	450	444	342	342	2029	0	0	0
2458	58	25	458	452	348	348	2064	0	0	0
2459	59	25	466	460	354	354	2100	0	0	0
2460	60	25	473	468	360	360	2136	0	0	0
2461	61	25	481	475	366	366	2171	0	0	0
2462	62	25	489	483	372	372	2207	0	0	0
2463	63	25	497	491	378	378	2242	0	0	0
2464	64	25	505	499	384	384	2278	0	0	0
2465	65	25	513	507	390	390	2314	0	0	0
2466	66	25	521	514	396	396	2349	0	0	0
2467	67	25	529	522	402	402	2385	0	0	0
2468	68	25	537	530	408	408	2420	0	0	0
2469	69	25	545	538	414	414	2456	0	0	0
2470	70	25	552	546	420	420	2492	0	0	0
2471	71	25	559	554	426	426	2528	0	0	0
2472	72	25	566	562	432	432	2564	0	0	0
2473	73	25	573	570	438	438	2600	0	0	0
2474	74	25	580	578	444	444	2636	0	0	0
2475	75	25	587	586	450	450	2672	0	0	0
2476	76	25	594	594	456	456	2708	0	0	0
2477	77	25	601	602	462	462	2744	0	0	0
2478	78	25	608	610	468	468	2780	0	0	0
2479	79	25	615	618	474	474	2816	0	0	0
2480	80	25	622	626	480	480	2852	0	0	0
2481	81	25	629	634	486	486	2888	0	0	0
2482	82	25	636	642	492	492	2924	0	0	0
2483	83	25	643	650	498	498	2960	0	0	0
2484	84	25	650	658	504	504	2996	0	0	0
2485	85	25	657	666	510	510	3032	0	0	0
2486	86	25	664	674	516	516	3068	0	0	0
2487	87	25	671	682	522	522	3104	0	0	0
2488	88	25	678	690	528	528	3140	0	0	0
2489	89	25	685	698	534	534	3176	0	0	0
2490	90	25	692	706	540	540	3212	0	0	0
2491	91	25	699	714	546	546	3248	0	0	0
2492	92	25	706	722	552	552	3284	0	0	0
2493	93	25	713	730	558	558	3320	0	0	0
2494	94	25	720	738	564	564	3356	0	0	0
2495	95	25	727	746	570	570	3392	0	0	0
2496	96	25	734	754	576	576	3428	0	0	0
2497	97	25	741	762	582	582	3464	0	0	0
2498	98	25	748	770	588	588	3500	0	0	0
2499	99	25	755	778	594	594	3536	0	0	0
2500	100	25	762	786	600	600	3572	0	0	0
2501	1	26	9	9	7	7	36	0	0	0
2502	2	26	19	18	14	14	73	0	0	0
2503	3	26	28	27	22	22	110	0	0	0
2504	4	26	38	36	29	29	146	0	0	0
2505	5	26	48	46	37	37	183	0	0	0
2506	6	26	57	55	44	44	220	0	0	0
2507	7	26	67	64	51	51	256	0	0	0
2508	8	26	76	73	59	59	293	0	0	0
2509	9	26	86	82	66	66	330	0	0	0
2510	10	26	96	92	74	74	367	0	0	0
2511	11	26	105	101	81	81	403	0	0	0
2512	12	26	115	110	88	88	440	0	0	0
2513	13	26	124	119	96	96	477	0	0	0
2514	14	26	134	128	103	103	513	0	0	0
2515	15	26	144	138	111	111	550	0	0	0
2516	16	26	153	147	118	118	587	0	0	0
2517	17	26	163	156	125	125	623	0	0	0
2518	18	26	172	165	133	133	660	0	0	0
2519	19	26	182	174	140	140	697	0	0	0
2520	20	26	192	184	148	148	734	0	0	0
2521	21	26	201	193	155	155	770	0	0	0
2522	22	26	211	202	162	162	807	0	0	0
2523	23	26	220	211	170	170	844	0	0	0
2524	24	26	230	220	177	177	880	0	0	0
2525	25	26	240	230	185	185	917	0	0	0
2526	26	26	249	239	192	192	954	0	0	0
2527	27	26	259	248	199	199	990	0	0	0
2528	28	26	268	257	207	207	1027	0	0	0
2529	29	26	278	266	214	214	1064	0	0	0
2530	30	26	288	276	222	222	1101	0	0	0
2531	31	26	297	285	229	229	1137	0	0	0
2532	32	26	307	294	236	236	1174	0	0	0
2533	33	26	316	303	244	244	1211	0	0	0
2534	34	26	326	312	251	251	1247	0	0	0
2535	35	26	336	322	259	259	1284	0	0	0
2536	36	26	345	331	266	266	1321	0	0	0
2537	37	26	355	340	273	273	1357	0	0	0
2538	38	26	364	349	281	281	1394	0	0	0
2539	39	26	374	358	288	288	1431	0	0	0
2540	40	26	384	368	296	296	1468	0	0	0
2541	41	26	393	377	303	303	1504	0	0	0
2542	42	26	403	386	310	310	1541	0	0	0
2543	43	26	412	395	318	318	1578	0	0	0
2544	44	26	422	404	325	325	1614	0	0	0
2545	45	26	432	414	333	333	1651	0	0	0
2546	46	26	441	423	340	340	1688	0	0	0
2547	47	26	451	432	347	347	1724	0	0	0
2548	48	26	460	441	355	355	1761	0	0	0
2549	49	26	470	450	362	362	1798	0	0	0
2550	50	26	480	460	370	370	1835	0	0	0
2551	51	26	489	469	377	377	1871	0	0	0
2552	52	26	499	478	384	384	1908	0	0	0
2553	53	26	508	487	392	392	1945	0	0	0
2554	54	26	518	496	399	399	1981	0	0	0
2555	55	26	528	506	407	407	2018	0	0	0
2556	56	26	537	515	414	414	2055	0	0	0
2557	57	26	547	524	421	421	2091	0	0	0
2558	58	26	556	533	429	429	2128	0	0	0
2559	59	26	566	542	436	436	2165	0	0	0
2560	60	26	576	552	444	444	2202	0	0	0
2561	61	26	585	561	451	451	2238	0	0	0
2562	62	26	595	570	458	458	2275	0	0	0
2563	63	26	604	579	466	466	2312	0	0	0
2564	64	26	614	588	473	473	2348	0	0	0
2565	65	26	624	598	480	480	2385	0	0	0
2566	66	26	633	607	488	488	2422	0	0	0
2567	67	26	643	616	495	495	2458	0	0	0
2568	68	26	652	625	503	503	2495	0	0	0
2569	69	26	662	634	510	510	2532	0	0	0
2570	70	26	672	644	517	517	2569	0	0	0
2571	71	26	682	654	524	524	2606	0	0	0
2572	72	26	692	664	531	531	2643	0	0	0
2573	73	26	702	674	538	538	2680	0	0	0
2574	74	26	712	684	545	545	2717	0	0	0
2575	75	26	722	694	552	552	2754	0	0	0
2576	76	26	732	704	559	559	2791	0	0	0
2577	77	26	742	714	566	566	2828	0	0	0
2578	78	26	752	724	573	573	2865	0	0	0
2579	79	26	762	734	580	580	2902	0	0	0
2580	80	26	772	744	587	587	2939	0	0	0
2581	81	26	782	754	594	594	2976	0	0	0
2582	82	26	792	764	601	601	3013	0	0	0
2583	83	26	802	774	608	608	3050	0	0	0
2584	84	26	812	784	615	615	3087	0	0	0
2585	85	26	822	794	622	622	3124	0	0	0
2586	86	26	832	804	629	629	3161	0	0	0
2587	87	26	842	814	636	636	3198	0	0	0
2588	88	26	852	824	643	643	3235	0	0	0
2589	89	26	862	834	650	650	3272	0	0	0
2590	90	26	872	844	657	657	3309	0	0	0
2591	91	26	882	854	664	664	3346	0	0	0
2592	92	26	892	864	671	671	3383	0	0	0
2593	93	26	902	874	678	678	3420	0	0	0
2594	94	26	912	884	685	685	3457	0	0	0
2595	95	26	922	894	692	692	3494	0	0	0
2596	96	26	932	904	699	699	3531	0	0	0
2597	97	26	942	914	706	706	3568	0	0	0
2598	98	26	952	924	713	713	3605	0	0	0
2599	99	26	962	934	720	720	3642	0	0	0
2600	100	26	972	944	727	727	3679	0	0	0
2601	1	27	9	6	9	5	46	0	0	0
2602	2	27	19	12	18	11	92	0	0	0
2603	3	27	29	18	27	16	138	0	0	0
2604	4	27	39	25	37	22	184	0	0	0
2605	5	27	49	31	46	27	231	0	0	0
2606	6	27	59	37	55	33	277	0	0	0
2607	7	27	69	44	65	38	323	0	0	0
2608	8	27	79	50	74	44	369	0	0	0
2609	9	27	89	56	83	49	415	0	0	0
2610	10	27	99	63	93	55	462	0	0	0
2611	11	27	108	69	102	60	508	0	0	0
2612	12	27	118	75	111	66	554	0	0	0
2613	13	27	128	81	120	71	600	0	0	0
2614	14	27	138	88	130	77	646	0	0	0
2615	15	27	148	94	139	82	693	0	0	0
2616	16	27	158	100	148	88	739	0	0	0
2617	17	27	168	107	158	93	785	0	0	0
2618	18	27	178	113	167	99	831	0	0	0
2619	19	27	188	119	176	104	877	0	0	0
2620	20	27	198	126	186	110	924	0	0	0
2621	21	27	207	132	195	115	970	0	0	0
2622	22	27	217	138	204	121	1016	0	0	0
2623	23	27	227	144	213	126	1062	0	0	0
2624	24	27	237	151	223	132	1108	0	0	0
2625	25	27	247	157	232	137	1155	0	0	0
2626	26	27	257	163	241	143	1201	0	0	0
2627	27	27	267	170	251	148	1247	0	0	0
2628	28	27	277	176	260	154	1293	0	0	0
2629	29	27	287	182	269	159	1339	0	0	0
2630	30	27	297	189	279	165	1386	0	0	0
2631	31	27	306	195	288	170	1432	0	0	0
2632	32	27	316	201	297	176	1478	0	0	0
2633	33	27	326	207	306	181	1524	0	0	0
2634	34	27	336	214	316	187	1570	0	0	0
2635	35	27	346	220	325	192	1617	0	0	0
2636	36	27	356	226	334	198	1663	0	0	0
2637	37	27	366	233	344	203	1709	0	0	0
2638	38	27	376	239	353	209	1755	0	0	0
2639	39	27	386	245	362	214	1801	0	0	0
2640	40	27	396	252	372	220	1848	0	0	0
2641	41	27	405	258	381	225	1894	0	0	0
2642	42	27	415	264	390	231	1940	0	0	0
2643	43	27	425	270	399	236	1986	0	0	0
2644	44	27	435	277	409	242	2032	0	0	0
2645	45	27	445	283	418	247	2079	0	0	0
2646	46	27	455	289	427	253	2125	0	0	0
2647	47	27	465	296	437	258	2171	0	0	0
2648	48	27	475	302	446	264	2217	0	0	0
2649	49	27	485	308	455	269	2263	0	0	0
2650	50	27	495	315	465	275	2310	0	0	0
2651	51	27	504	321	474	280	2356	0	0	0
2652	52	27	514	327	483	286	2402	0	0	0
2653	53	27	524	333	492	291	2448	0	0	0
2654	54	27	534	340	502	297	2494	0	0	0
2655	55	27	544	346	511	302	2541	0	0	0
2656	56	27	554	352	520	308	2587	0	0	0
2657	57	27	564	359	530	313	2633	0	0	0
2658	58	27	574	365	539	319	2679	0	0	0
2659	59	27	584	371	548	324	2725	0	0	0
2660	60	27	593	378	558	330	2772	0	0	0
2661	61	27	603	384	567	335	2818	0	0	0
2662	62	27	613	390	576	341	2864	0	0	0
2663	63	27	623	396	585	346	2910	0	0	0
2664	64	27	633	403	595	352	2956	0	0	0
2665	65	27	643	409	604	357	3003	0	0	0
2666	66	27	653	415	613	363	3049	0	0	0
2667	67	27	663	422	623	368	3095	0	0	0
2668	68	27	673	428	632	374	3141	0	0	0
2669	69	27	683	434	641	379	3187	0	0	0
2670	70	27	692	441	651	385	3234	0	0	0
2671	71	27	701	448	661	391	3281	0	0	0
2672	72	27	710	455	671	397	3328	0	0	0
2673	73	27	719	462	681	403	3375	0	0	0
2674	74	27	728	469	691	409	3422	0	0	0
2675	75	27	737	476	701	415	3469	0	0	0
2676	76	27	746	483	711	421	3516	0	0	0
2677	77	27	755	490	721	427	3563	0	0	0
2678	78	27	764	497	731	433	3610	0	0	0
2679	79	27	773	504	741	439	3657	0	0	0
2680	80	27	782	511	751	445	3704	0	0	0
2681	81	27	791	518	761	451	3751	0	0	0
2682	82	27	800	525	771	457	3798	0	0	0
2683	83	27	809	532	781	463	3845	0	0	0
2684	84	27	818	539	791	469	3892	0	0	0
2685	85	27	827	546	801	475	3939	0	0	0
2686	86	27	836	553	811	481	3986	0	0	0
2687	87	27	845	560	821	487	4033	0	0	0
2688	88	27	854	567	831	493	4080	0	0	0
2689	89	27	863	574	841	499	4127	0	0	0
2690	90	27	872	581	851	505	4174	0	0	0
2691	91	27	881	588	871	511	4221	0	0	0
2692	92	27	890	595	891	517	4268	0	0	0
2693	93	27	899	602	911	523	4315	0	0	0
2694	94	27	908	609	931	529	4362	0	0	0
2695	95	27	917	616	951	535	4409	0	0	0
2696	96	27	926	623	971	541	4456	0	0	0
2697	97	27	935	630	991	547	4503	0	0	0
2698	98	27	944	637	1011	553	4550	0	0	0
2699	99	27	953	644	1031	559	4597	0	0	0
