number	number	number	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2	array2
126	6	1	"[[19001,5000,6],[18004,10000,1],[11146,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11145,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11144,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11143,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11142,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11141,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
127	6	1	"[[19001,5000,6],[18004,10000,1],[11146,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11145,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11144,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11143,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11142,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11141,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
128	6	1	"[[19001,5000,6],[18004,10000,1],[11146,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11145,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11144,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11143,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11142,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11141,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
129	6	1	"[[19001,5000,6],[18004,10000,1],[11146,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11145,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11144,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11143,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11142,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11141,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
130	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
131	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
132	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
133	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
134	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
135	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
136	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
137	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
138	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
139	6	1	"[[19001,5000,6],[18004,10000,1],[11156,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11155,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11154,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11153,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11152,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11151,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
140	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
141	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
142	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
143	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
144	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
145	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
146	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
147	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
148	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
149	6	1	"[[19001,5000,6],[18004,10000,1],[11166,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11165,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11164,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11163,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11162,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11161,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
150	6	1	"[[19001,5000,6],[18004,10000,1],[11176,5000,3]]"	"[[19002,5000,6],[18004,10000,1],[21003,2500,3]]"	"[[19002,5000,6],[18004,10000,1],[11175,5000,3]]"	"[[19003,5000,6],[18004,10000,1],[15001,5000,3]]"	"[[24003,5000,3],[24001,10000,3],[20002,10000,1]]"	"[[19003,5000,6],[18004,10000,1],[11174,5000,3]]"	"[[24004,5000,3],[24002,10000,3],[21002,2500,3]]"	"[[19004,5000,6],[18004,10000,2],[11173,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[15002,5000,3]]"	"[[19004,5000,6],[18004,10000,2],[20002,10000,1]]"	"[[19004,5000,6],[18004,10000,2],[11172,5000,3]]"	"[[19004,5000,6],[18005,10000,1],[21001,2500,3]]"	"[[19005,5000,6],[18005,10000,1],[11171,5000,3]]"	"[[19005,5000,6],[18005,10000,1],[20002,10000,1]]"	"[[24003,10000,3],[24001,10000,3],[15103,600,1]]"	"[[19005,10000,4],[18005,10000,1],[15103,600,1]]"	"[[24004,10000,3],[24002,10000,3],[15103,600,1]]"
