number	string	string	string	string	number	string	number	number	number	number	number	number	number	number	array2	array2	array2	number	number	array	number	array2	array	array2	array	number	string	array	array2	array	array
508	魂师晋升	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	49	[]	8018	[]	[]	[]	"[8018,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[50801,50802,50803]"	[]
509	魂师晋升	H024_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	52	[]	8011	[]	[]	[]	"[8011,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[50901,50902,50903]"	[]
510	魂师晋升	H005_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	55	[]	8012	[]	[]	[]	"[8012,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51001,51002,51003]"	[]
511	魂师晋升	H010_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	58	[]	8013	[]	[]	[]	"[8013,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51101,51102,51103]"	[]
512	魂师晋升	H014_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	61	[]	8014	[]	[]	[]	"[8014,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51201,51202,51203]"	[]
513	魂师晋升	H003_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	64	[]	8015	[]	[]	[]	"[8015,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51301,51302,51303]"	[]
514	魂师晋升	H002_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	67	[]	8016	[]	[]	[]	"[8016,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51401,51402,51403]"	[]
515	魂师晋升	H004_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	70	[]	8017	[]	[]	[]	"[8017,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51501,51502,51503]"	[]
516	魂师晋升	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	0	1	0	0	1	0	"[[11001,1777,1]]"	[]	[]	0	73	[]	8018	[]	[]	[]	"[8018,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[51601,51602,51603]"	[]
611	天朝叛刃1	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14101,10000,10]]"	[]	[]	0	40	"[6022,6023]"	8015	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8015,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[61101,61102,61103]"	[]
612	天朝叛刃2	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14201,10000,8]]"	[]	[]	0	46	"[6022,6023]"	8017	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8017,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[61201,61202,61203]"	[]
613	天朝叛刃3	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14301,10000,6]]"	[]	[]	0	49	"[6022,6023]"	8018	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8018,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[61301,61302,61303]"	[]
621	XX区叛刃1	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14101,10000,14]]"	[]	[]	0	55	"[6022,6023]"	8012	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8012,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[62101,62102,62103]"	[]
622	XX区叛刃2	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14201,10000,12]]"	[]	[]	0	61	"[6022,6023]"	8014	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8014,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[62201,62202,62203]"	[]
623	XX区叛刃3	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14301,10000,10]]"	[]	[]	0	64	"[6022,6023]"	8015	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8015,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[62301,62302,62303]"	[]
631	欧洲叛刃1	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14101,10000,18]]"	[]	[]	0	67	"[6022,6023]"	8016	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8016,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[63101,63102,63103]"	[]
632	欧洲叛刃2	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14201,10000,16]]"	[]	[]	0	70	"[6022,6023]"	8017	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8017,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[63201,63202,63203]"	[]
633	欧洲叛刃3	H012_icon_01	猴子家的亲戚来了	resource/scene/xueshan/xs_xd_1.sce	853		1001	0	10000	1	0	0	1	5	"[[14301,10000,14]]"	[]	[]	0	73	"[6022,6023]"	8018	"[[6022,-240,2],[6023,-235,3]]"	[]	[]	"[8018,10]"	9999	天台	"[540,85]"	"[[345,380],[359,343]]"	"[63301,63302,63303]"	[]
