number	string	string	number	number	number	array	number	number	number	number	number	number	number	number	string	string	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	number	string	number	number	number	number	array2	array2	number	number	number
283	波動ノ連刃	S282	200	1	3	[5]	0	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	0	0	状態【重傷】の敵に中ダメージを与え、無属性ダメージ軽減率を0にする。効果時間30秒。	0	4	0	10	"[[1,571]]"	[]	0	1	0
284	軽蔑	S284	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	1	400	1	0	0	0	0	0	0	0	0	0	0	100	285	14200	攻撃3回ごとに、敵チームからランダムで1体に中ダメージを与え、2秒間のめまい効果を与える。	0	3	0	10	"[[1,572],[1,615]]"	[]	0	1	0
285	軽蔑	S284	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	1	999	1	1	400	1	0	0	0	0	0	0	0	0	0	0	100	0	0	攻撃3回ごとに、敵チームからランダムで1体に中ダメージを与え、3秒間のめまい効果を与える。	0	4	0	10	"[[1,573],[1,616]]"	[]	0	1	0
286	波動ノ浸食	S286	200	1	0	[]	0	0	0	0	1	0	2	2	S121_magic_attack		1	0	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	287	14200	攻撃4回ごとに、30秒間全ての敵の防御を小ダウンさせる（5回重複可）。	0	3	0	10	"[[1,574]]"	[]	0	1	0
287	波動ノ浸食	S286	200	1	0	[]	0	0	0	0	1	0	2	2	S121_magic_attack		1	0	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	攻撃4回ごとに、30秒間全ての敵の防御を中ダウンさせる（5回重複可）。	0	4	0	10	"[[1,575]]"	[]	0	1	0
288	戦意ノ拡散	S288	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	289	14200	バトル開始時、味方全体の無属性技攻を小アップさせる。	0	3	0	10	[]	"[[1,576]]"	0	1	0
289	戦意ノ拡散	S288	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	バトル開始時、味方全体の無属性技攻を大アップさせる。	0	4	0	10	[]	"[[1,577]]"	0	1	0
410	Dレイン	S410	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		3	1	999	1	3	400	1	0	0	0	1	1	400	0	0	0	0	100	411	14202	対象列の全ての敵に大ダメージを与え、4秒間の混乱効果を与える。さらに自身のHPを大回復する。	0	3	0	10	"[[1,580]]"	"[[1,578]]"	0	1	1
411	Dレイン	S410	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		3	1	999	1	3	400	1	0	0	0	1	1	400	0	0	0	0	100	0	0	対象列の全ての敵に特大ダメージを与え、4秒間の混乱効果を与える。さらに自身のHPを大回復する。	0	4	0	10	"[[1,580]]"	"[[1,579]]"	0	1	1
412	エリアK	S412	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		2.4	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	413	14202	3秒間自身の攻撃と技防を大アップし、自身が受けるダメージの一部を相手に反射する（重複不可）。	0	3	0	10	[]	"[[1,581],[1,583],[1,585]]"	0	1	1
413	エリアK	S412	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		2.4	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	3秒間自身の攻撃と技防を大アップし、自身が受けるダメージを相手に反射する（重複不可）。	0	4	0	10	[]	"[[1,582],[1,584],[1,586]]"	0	1	1
414	Fチャージ	S414	202	1	0	[]	0	0	0	0	1	0	10	10	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	415	14202	攻撃10回ごとに、HPを最大まで回復する。	0	3	0	10	[]	"[[1,587]]"	0	1	0
415	Fチャージ	S414	202	1	0	[]	0	0	0	0	1	0	10	10	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	攻撃10回ごとに、HPを最大まで回復し、さらに自身の攻撃と技攻を中アップ。	0	4	0	10	[]	"[[1,588],[1,589]]"	0	1	0
416	ドライブR	S416	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	417	14202	ダメージを受けた時、低確率で受けたダメージを相手に反射する。	0	3	0	10	[]	"[[1,590]]"	0	1	0
417	ドライブR	S416	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	0	0	ダメージを受けた時、高確率で受けたダメージを相手に反射する。	0	4	0	10	[]	"[[1,591]]"	0	1	0
418	スロットル	S418	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	419	14202	バトル開始時、味方全体の火属性技攻を大アップさせる。	0	3	0	10	[]	"[[1,592]]"	0	1	0
419	スロットル	S418	202	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	バトル開始時、味方全体の火属性技攻を大アップさせ、無と風属性ダメージ軽減率を中アップさせる。	0	4	0	10	[]	"[[1,593],[1,594],[1,595]]"	0	1	0
420	解放	S420	200	1	1	[]	1	2	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	421	14200	全ての敵に中ダメージを与え、状態を【転倒】にし、混乱効果を与える。効果時間30秒。	0	3	0	10	"[[1,485]]"	[]	0	1	0
421	解放	S420	200	1	1	[]	1	2	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	0	0	全ての敵に大ダメージを与え、状態を【転倒】にし、混乱効果を与える。効果時間30秒。	0	4	0	10	"[[1,486]]"	[]	0	1	0
422	鬼影	S422	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	3	0	1	7	400	0	0	0	0	100	423	14200	敵チームからランダムで3体に4秒間の混乱効果を与える。さらに味方全体のクリティカル率を3秒間中アップする。	0	3	0	10	"[[1,489]]"	"[[1,487]]"	0	1	1
423	鬼影	S422	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	3	0	1	7	400	0	0	0	0	100	0	0	敵チームからランダムで3体に6秒間の混乱効果を与える。さらに味方全体のクリティカル率を5秒間中アップする。	0	4	0	10	"[[1,490]]"	"[[1,488]]"	0	1	1
424	縛竹	S424	200	1	4	[6]	5	2	2	5	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	425	14200	[コンボ5以上で発動] 敵に中ダメージを与え、状態を【重傷】にし、10秒間技防を中ダウンさせる。最大発動回数2。	0	3	0	10	"[[1,491]]"	[]	0	1	0
425	縛竹	S424	200	1	4	[6]	5	2	3	5	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ5以上で発動] 敵に中ダメージを与え、状態を【重傷】にし、10秒間技防を中ダウンさせる。最大発動回数3。	0	4	0	10	"[[1,492]]"	[]	0	1	0
426	地縛	S426	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	427	14200	バトル開始時、味方全体の全属性ダメージ軽減率を小アップさせる。	0	3	0	10	[]	"[[1,493]]"	0	1	0
427	地縛	S426	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	4	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	バトル開始時、味方全体の全属性ダメージ軽減率を小アップさせる。さらに敵全体の水属性技攻を中ダウンさせる。	0	4	0	10	"[[1,497]]"	"[[1,494],[1,495],[1,496]]"	0	1	0
428	調和	S428	200	1	5	[11]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	0	0	0	0	0	0	0	100	429	14200	敵にスキル攻撃を行うと、敵全体にも小ダメージを与えるようになる。	0	3	0	10	"[[1,499]]"	[]	0	1	0
429	調和	S428	200	1	5	[11]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	1	1	400	0	0	0	0	100	0	0	敵にスキル攻撃を行うと、敵全体にも小ダメージを与えるようになる。さらに自身の無属性ダメージ軽減率を中アップさせる。効果時間15秒	0	4	0	10	"[[1,500]]"	"[[1,501]]"	0	1	0
430	乙女の秘密	S430	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4	1	999	1	1	400	2	0	0	0	1	7	400	0	0	0	0	100	431	14201	敵に大ダメージを与え、3秒間の沈黙効果を与える。さらに味方全体の無属性ダメージ軽減率を15%アップさせる。効果時間10秒。	0	3	0	10	"[[1,502]]"	"[[1,504],[1,596]]"	0	1	1
431	乙女の秘密	S430	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4	1	999	1	1	400	2	0	0	0	1	7	400	0	0	0	0	100	0	0	敵に大ダメージを与え、3秒間の沈黙効果を与える。さらに味方全体の無と火属性ダメージ軽減率を15%アップさせる。効果時間10秒。	0	4	0	10	"[[1,503]]"	"[[1,505],[1,597]]"	0	1	1
432	風紀改善！	S432	201	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	400	0	1	2	0	100	433	14201	攻撃4回ごとに、味方チームの最もHPの低い2体の防御を中アップさせる（4回重複可）。	0	3	0	10	[]	"[[1,506],[1,508]]"	0	1	0
433	風紀改善！	S432	201	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	400	0	1	2	0	100	0	0	攻撃4回ごとに、味方チームの最もHPの低い2体の防御を中アップさせる（5回重複可）。	0	4	0	10	[]	"[[1,507],[1,509]]"	0	1	0
434	一致団結！	S434	201	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	435	14201	バトル開始時、味方全体の全属性ダメージ軽減率を小アップさせる。	0	3	0	10	[]	"[[1,510]]"	0	1	0
435	一致団結！	S434	201	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	1	7	400	0	0	0	0	100	0	0	バトル開始時、味方全体の全属性ダメージ軽減率を小アップさせ、敵全体の火属性技攻を中ダウンさせる。	0	4	0	10	"[[1,512]]"	"[[1,511],[1,513]]"	0	1	0
436	もふもふ弾	S436	201	1	2	"[1,2,3,5]"	1	1	0	0	0	0	0	0	S121_magic_attack		3.2	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	437	14201	[コンボ反撃可能] 敵に中ダメージを与え、状態を【転倒】にする。	0	3	0	5	[]	[]	0	1	0
437	もふもふ弾	S436	201	1	2	"[1,2,3,5]"	1	1	0	0	0	0	0	0	S121_magic_attack		3.2	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ反撃可能] 敵に大ダメージを与え、状態を【転倒】にする。	0	4	0	5	[]	[]	0	1	0
438	ウール100%	S438	201	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	1	1	400	1	0	0	0	1	1	400	0	0	0	0	100	439	14201	攻撃を受けた時、低確率で自身のHPを中回復する。	0	3	0	10	"[[0.08,514]]"	"[[0.08,516]]"	0	1	0
439	ウール100%	S438	201	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	1	1	400	1	0	0	0	1	1	400	0	0	0	0	100	0	0	攻撃を受けた時、高確率で自身のHPを中回復し、敵チームからランダムで1体に中ダメージを与える。	0	4	0	10	"[[0.12,515]]"	"[[0.12,517]]"	0	1	0
440	Wバレット	S440	202	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	1	1	400	0	0	0	0	100	441	14202	敵に大ダメージを与え、状態を【転倒】にする。さらに自身の火属性技攻を中アップ（3回重複可）。	0	3	0	15	[]	"[[1,518]]"	0	1	0
441	Wバレット	S440	202	1	1	[]	1	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	1	1	400	0	0	0	0	100	0	0	全ての敵に大ダメージを与え、状態を【転倒】にする。さらに自身の火属性技攻を中アップ（3回重複可）。	0	4	0	15	[]	"[[1,519]]"	0	1	0
442	火勢	S442	202	1	5	[14]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	443	14202	回復スキルを受けると、30秒間自身の火属性技攻を中アップする（5回重複可）。	0	3	0	10	[]	"[[1,520]]"	0	1	0
443	火勢	S442	202	1	5	[14]	0	0	0	0	1	0	0	0	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	回復スキルを受けると、30秒間自身の火属性技攻を中アップする（10回重複可）。	0	4	0	10	[]	"[[1,521]]"	0	1	0
444	Rショット	S444	202	1	4	[5]	2	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	7	400	0	0	0	0	100	445	14202	[コンボ【重傷】→【吹飛】] 敵に中ダメージを与える。さらに5秒間味方全体の防御を中アップさせる（3回重複可）。最大発動回数1。	0	3	0	10	[]	"[[1,522]]"	0	1	0
445	Rショット	S444	202	1	4	[5]	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	7	400	0	0	0	0	100	0	0	[コンボ【重傷】→【吹飛】] 敵に中ダメージを与える。さらに5秒間味方全体の防御を中アップさせる（3回重複可）。最大発動回数2。	0	4	0	10	[]	"[[1,523]]"	0	1	0
446	防弾衣	S446	202	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	1	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	447	14202	バトル開始時、味方全体の全属性ダメージ軽減率を小アップさせる。	0	3	0	10	[]	"[[1,524]]"	0	1	0
447	防弾衣	S446	202	1	0	[]	0	0	0	0	1	0	1	999	S121_magic_attack		1	1	999	1	7	400	0	0	5	0	1	7	400	0	0	0	0	100	0	0	バトル開始時、味方全体の全属性ダメージ軽減率を小アップさせ、火属性技攻を中アップさせる。さらに敵全体の風属性技攻を中ダウンさせる。	0	4	0	10	"[[1,526]]"	"[[1,525],[1,527]]"	0	1	0
448	血気覚醒	S448	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		2.4	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	449	14202	30秒間自身の防御がダウンするが攻撃を中アップさせ、スキルカードを獲得する。	0	3	0	5	[]	"[[1,530],[1,528]]"	0	1	1
449	血気覚醒	S448	202	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		2.4	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	30秒間自身の防御がダウンするが火属性技攻を中アップさせ、スキルカードを獲得する。	0	4	0	5	[]	"[[1,531],[1,529]]"	0	1	1
450	狂雷闪	S450	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	1	1	400	0	0	0	0	100	451	14200	损失自身一定血量对敌方全体造成较高伤害	0	3	0	10	[]	"[[1,619]]"	0	1	1
451	狂雷闪	S450	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	5	0	1	1	400	0	0	0	0	100	0	0	损失自身少量血量对敌方全体造成较高伤害	0	4	0	10	[]	"[[1,620]]"	0	1	1
452	雷电之舞	S452	200	1	2	"[1,3]"	0	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	453	14200	反击【倒地】【击晕】状态并对随机一个敌人造成一定伤害	0	3	0	10	[]	[]	0	1	0
453	雷电之舞	S452	200	1	2	"[1,2,3]"	0	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	1	1	0	0	0	0	0	0	0	0	100	0	0	反击【倒地】【击晕】【击退】状态并对随机一个敌人造成一定伤害	0	4	0	10	[]	[]	0	1	0
454	天雷滚滚	S454	200	1	4	[2]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	455	14200	追打【击退】敌人造成少量伤害并【重伤】，同时30秒内提升自身3%的物防，可叠加5次	0	3	0	10	[]	"[[1,621]]"	0	1	0
455	天雷滚滚	S454	200	1	4	[2]	5	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	1	1	0	1	1	400	0	0	0	0	100	0	0	追打【击退】敌人造成少量伤害并【重伤】，同时30秒内提升自身5%的物防，可叠加5次	0	4	0	10	[]	"[[1,622]]"	0	1	0
456	雷神之吻	S456	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	457	14200	每次受到伤害时增加自身1%（随等级少量提升）的技攻，最多叠加20层，维持50秒	0	3	0	10	[]	"[[1,623]]"	0	1	0
457	雷神之吻	S456	200	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	每次受到伤害时增加自身1.5%（随等级少量提升）的技攻，最多叠加20层，维持50秒	0	4	0	10	[]	"[[1,624]]"	0	1	0
458	雷屏	S458	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	459	14200	为全队提供4%（随等级少量提升）物防	0	3	0	10	[]	"[[1,625]]"	0	1	0
459	雷屏	S458	200	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	为全队提供6%（随等级少量提升）物防	0	4	0	10	[]	"[[1,626]]"	0	1	0
460	魂之狩猎	S460	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	3	0	0	0	0	0	0	0	0	100	461	14200	吟唱1.5秒后对敌方随机三个单位造成伤害并驱散其增益效果	0	3	0	10	"[[1,636]]"	[]	0	1	1
461	魂之狩猎	S460	200	1	1	[]	2	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	3	0	0	0	0	0	0	0	0	100	0	0	吟唱0.75秒后对敌方随机三个单位造成伤害并驱散其增益效果，附带【击退】状态	0	4	0	10	"[[1,637]]"	[]	0	1	0
462	魂之救赎	S462	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	2	0	100	463	14200	回复己方两个血量较低单位一定血量	0	3	0	10	[]	"[[1,638]]"	0	1	1
463	魂之救赎	S462	200	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	2	0	100	0	0	回复己方两个血量较低单位一定血量并驱散其不良状态	0	4	0	10	[]	"[[1,639]]"	0	1	1
464	侵蚀吞噬	S464	200	1	4	[1]	2	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	1	1	400	0	0	0	0	100	465	14200	追打【倒地】敌人造成一定伤害并【击退】，回复自身少量血量，每回合至多触发1次	0	3	0	10	[]	"[[1,640]]"	0	1	0
465	侵蚀吞噬	S464	200	1	4	[1]	2	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	1	1	400	0	0	0	0	100	0	0	追打【倒地】敌人造成一定伤害并【击退】，回复自身少量血量，每回合至多触发2次	0	4	0	10	[]	"[[1,641]]"	0	1	0
466	灵魂守卫	S466	200	1	5	[14]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	467	14200	受到治疗时20秒内提升自身一定技防，可叠加3次	0	3	0	10	[]	"[[1,642]]"	0	1	0
467	灵魂守卫	S466	200	1	5	[14]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	受到治疗时20秒内提升自身较多技防，可叠加3次	0	4	0	10	[]	"[[1,643]]"	0	1	0
468	不祥之刃	S468	200	1	0	[]	0	0	0	0	1	0	4	4	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	469	14200	每四回合对己方全体造成微量伤害	0	3	0	10	[]	"[[1,644]]"	0	1	0
469	不祥之刃	S468	200	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	0	0	每三回合对己方全体造成微量伤害	0	4	0	10	[]	"[[1,645]]"	0	1	0
470	ポップン	S470	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	2	0	0	0	0	0	0	0	0	100	471	14201	敵チームからランダムで2体に大ダメージを与え、3秒間のめまい効果を与える。	0	3	0	10	"[[1,646]]"	[]	0	1	0
471	ポップン	S470	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	0	2	0	0	0	0	0	0	0	0	100	0	0	敵チームからランダムで2体に大ダメージを与え、4秒間のめまい効果を与える。	0	4	0	10	"[[1,647]]"	[]	0	1	0
472	フーフー	S472	201	1	3	[5]	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	473	14201	[コンボ【重傷】【吹飛】→【気絶】] 敵に小ダメージを与える。	0	3	0	10	[]	[]	0	1	0
473	フーフー	S472	201	1	3	"[2,5]"	3	1	0	0	0	0	0	0	S121_magic_attack		4.8	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	0	0	[コンボ【重傷】【吹飛】→【気絶】] 敵に中ダメージを与える。	0	4	0	10	[]	[]	0	1	0
474	ロックン	S474	201	1	4	[6]	0	1	1	15	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	475	14201	【コンボ15以上で発動】敵に大ダメージを与え、風属性技攻を10%ダウンさせる（3回重複可）。効果時間15秒。最大発動回数1。	0	3	0	10	"[[1,648]]"	[]	0	1	0
475	ロックン	S474	201	1	4	[6]	0	1	1	15	1	0	0	0	S121_magic_attack		1	1	999	1	7	400	0	3	1	0	0	0	0	0	0	0	0	100	0	0	【コンボ15以上で発動】敵に大ダメージを与え、風属性技攻を10%ダウンさせる（3回重複可）。効果時間15秒。最大発動回数2。	0	4	0	10	"[[1,649]]"	[]	0	1	0
476	フリフリ	S476	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	477	14201	味方全員の風属性技攻を小アップさせる。	0	3	0	10	[]	"[[1,650]]"	0	1	0
477	フリフリ	S476	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	2	0	0	0	0	0	0	100	0	0	味方全員の風属性技攻を中アップさせる。	0	4	0	10	[]	"[[1,651]]"	0	1	0
478	プンプン	S478	201	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	479	14201	ダメージを受けると15秒間自身の攻撃を中アップする（5回重複可）。	0	3	0	10	[]	"[[1,652]]"	0	1	0
479	プンプン	S478	201	1	5	[13]	0	0	0	0	1	0	0	0	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	1	400	0	0	0	0	100	0	0	ダメージを受けると15秒間自身の攻撃を大アップする（5回重複可）。	0	4	0	10	[]	"[[1,653]]"	0	1	0
480	絶対領域	S480	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	481	14201	味方全体のHPを中回復し、30秒間技攻を12%アップさせる（3回重複可）。	0	3	0	10	[]	"[[1,654],[1,656]]"	0	1	0
481	絶対領域	S480	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	0	0	0	100	0	0	味方全体のHPを中回復し、30秒間技攻を18%アップさせる（3回重複可）。	0	4	0	10	[]	"[[1,655],[1,657]]"	0	1	0
482	聖法陣	S482	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	1	0	100	483	14201	味方チームからランダムで1体のHPを大回復し、15秒間攻撃と技攻を5%アップさせる（3回重複可）。	0	3	0	10	[]	"[[1,658],[1,660],[1,662]]"	0	1	0
483	聖法陣	S482	201	1	0	[]	0	0	0	0	0	0	0	0	S121_magic_attack		4.8	0	999	0	0	0	0	0	0	0	1	7	400	0	1	1	0	100	0	0	味方チームからランダムで1体のHPを大回復し、30秒間攻撃と技攻を5%アップさせる（3回重複可）。	0	4	0	10	[]	"[[1,659],[1,661],[1,663]]"	0	1	0
484	威光の耀き	S484	201	1	4	[5]	1	1	1	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	0	0	1	1	0	1	7	400	0	0	5	0	100	485	14201	[コンボ【重傷】→【転倒】] 敵に大ダメージを与える。さらに味方全体のHPを中回復し、30秒間技攻を2%アップさせる（5回重複可）。最大発動回数1。	0	3	0	10	[]	"[[1,666],[1,664]]"	0	1	0
485	威光の耀き	S484	201	1	4	[5]	1	1	2	0	1	0	0	0	S121_magic_attack		1	1	999	1	7	0	0	1	1	0	1	7	400	0	0	5	0	100	0	0	[コンボ【重傷】→【転倒】] 敵に大ダメージを与える。さらに味方全体のHPを中回復し、30秒間技攻を2%アップさせる（5回重複可）。最大発動回数2。	0	4	0	10	[]	"[[1,667],[1,665]]"	0	1	0
486	絶対守護域	S486	201	1	0	[]	0	0	0	0	1	0	5	5	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	1	2	0	100	487	14201	攻撃5回ごとに、味方チームから最もHPの低い2体のHPを小回復し、20秒間技攻を2%アップさせる（10回重複可）。	0	3	0	10	[]	"[[1,668],[1,670]]"	0	1	0
487	絶対守護域	S486	201	1	0	[]	0	0	0	0	1	0	3	3	S121_magic_attack		1	0	999	0	0	0	0	0	0	0	1	7	400	0	1	2	0	100	0	0	攻撃3回ごとに、味方チームから最もHPの低い2体のHPを小回復し、20秒間技攻を2%アップさせる（10回重複可）。	0	4	0	10	[]	"[[1,669],[1,671]]"	0	1	0
488	無情の光輪	S488	201	1	0	[]	0	0	0	0	1	1	0	0	S121_magic_attack		1	0	999	4	0	0	0	0	0	0	0	0	0	0	0	0	0	100	489	14201	敵全体の水属性技攻を大ダウンさせる。	0	3	0	10	"[[1,672]]"	[]	0	1	0
